Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted 
42,management,married,university.degree,unknown,unknown,no,cellular,1,0,0,0
37,technician,married,professional.course,no,unknown,unknown,cellular,2,0,0,0
48,services,married,basic.9y,no,no,no,cellular,1,0,0,0
41,services,married,high.school,unknown,unknown,no,cellular,2,0,0,0
39,services,married,high.school,no,yes,no,telephone,3,0,0,0
27,admin.,single,university.degree,no,no,no,cellular,2,1,1,3
35,blue-collar,married,basic.4y,unknown,no,no,telephone,2,0,0,0
41,entrepreneur,divorced,professional.course,no,yes,yes,cellular,5,0,0,0
52,technician,married,professional.course,no,no,unknown,cellular,2,0,0,0
52,self-employed,single,basic.4y,unknown,yes,no,telephone,22,0,0,0
46,services,married,basic.9y,no,no,unknown,cellular,4,0,0,0
27,student,single,high.school,no,no,no,cellular,1,0,1,3
36,services,married,high.school,unknown,unknown,no,telephone,1,0,0,0
19,student,single,unknown,no,yes,no,cellular,5,0,0,0
29,services,single,high.school,no,unknown,no,cellular,1,0,0,0
39,blue-collar,married,unknown,unknown,yes,no,cellular,3,0,0,0
73,retired,divorced,high.school,no,no,yes,cellular,3,1,1,6
45,management,married,unknown,no,unknown,no,cellular,3,1,1,7
34,technician,married,university.degree,no,yes,no,telephone,2,0,0,0
32,services,single,university.degree,no,unknown,no,cellular,2,0,0,0
38,admin.,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
31,unemployed,married,university.degree,no,unknown,no,cellular,3,0,0,0
37,housemaid,married,university.degree,unknown,yes,no,telephone,11,0,0,0
38,admin.,single,university.degree,no,no,no,cellular,3,0,0,0
35,management,married,university.degree,no,no,no,cellular,2,1,0,0
38,management,married,university.degree,no,unknown,no,cellular,2,0,0,0
30,management,married,university.degree,no,no,yes,cellular,2,0,0,0
30,technician,single,professional.course,no,unknown,no,cellular,4,0,0,0
32,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,0,0,0
32,admin.,married,university.degree,no,no,no,telephone,4,0,0,0
27,unemployed,married,high.school,no,yes,no,cellular,4,0,0,0
41,services,divorced,high.school,no,yes,unknown,cellular,1,0,0,0
57,retired,married,basic.4y,no,unknown,no,cellular,2,0,0,0
29,services,married,basic.9y,no,yes,yes,cellular,1,0,0,0
34,blue-collar,married,professional.course,no,no,no,cellular,2,0,0,0
33,admin.,single,high.school,no,unknown,unknown,cellular,1,0,0,0
30,admin.,single,high.school,no,yes,no,cellular,2,0,0,0
55,blue-collar,married,basic.6y,unknown,unknown,unknown,cellular,1,0,0,0
50,blue-collar,married,basic.6y,unknown,yes,yes,telephone,3,0,0,0
42,blue-collar,divorced,basic.6y,no,unknown,no,cellular,1,0,0,0
31,technician,married,university.degree,no,unknown,no,cellular,3,0,0,0
33,services,divorced,unknown,no,unknown,no,telephone,2,0,0,0
42,housemaid,married,professional.course,no,unknown,no,telephone,2,0,0,0
39,blue-collar,single,professional.course,no,no,unknown,telephone,2,0,0,0
34,blue-collar,married,basic.4y,no,unknown,unknown,cellular,1,0,0,0
31,admin.,single,university.degree,no,unknown,no,telephone,1,1,0,0
54,self-employed,married,university.degree,no,unknown,unknown,cellular,2,0,0,0
23,blue-collar,single,high.school,no,no,no,cellular,2,0,0,0
34,services,divorced,high.school,no,yes,yes,cellular,2,1,0,0
41,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
48,unemployed,married,high.school,unknown,unknown,no,telephone,3,0,0,0
30,admin.,married,university.degree,no,unknown,yes,cellular,3,0,0,0
67,retired,married,university.degree,no,yes,no,telephone,4,0,0,0
70,retired,married,university.degree,no,yes,no,cellular,3,0,0,0
39,technician,married,professional.course,no,unknown,no,cellular,6,0,0,0
33,blue-collar,single,basic.9y,no,unknown,unknown,telephone,7,0,0,0
32,admin.,single,high.school,no,unknown,yes,cellular,1,0,0,0
39,admin.,married,university.degree,unknown,unknown,no,telephone,1,0,0,0
43,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,2,0,0,0
32,housemaid,single,basic.9y,no,unknown,no,cellular,1,0,0,0
29,admin.,single,university.degree,no,yes,no,telephone,3,0,0,0
42,technician,married,high.school,no,unknown,unknown,cellular,2,0,0,0
49,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,0,0,0
25,technician,single,university.degree,no,yes,no,telephone,1,0,0,0
28,admin.,single,university.degree,no,unknown,no,telephone,5,0,0,0
32,self-employed,divorced,professional.course,no,no,no,telephone,1,0,0,0
58,retired,married,basic.4y,no,unknown,no,cellular,1,0,0,0
41,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,0,0,0
26,student,single,basic.9y,no,yes,no,cellular,2,1,0,0
31,management,married,high.school,no,yes,yes,telephone,2,0,0,0
35,services,single,high.school,unknown,unknown,yes,telephone,2,0,0,0
25,student,single,high.school,no,unknown,no,cellular,3,1,0,0
38,technician,single,university.degree,no,yes,unknown,telephone,2,0,0,0
34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,1,0,0,0
51,technician,married,professional.course,no,no,yes,cellular,1,1,0,0
32,unemployed,married,high.school,no,yes,no,cellular,1,1,0,0
39,admin.,married,high.school,no,unknown,no,cellular,3,0,0,0
24,technician,single,professional.course,no,yes,no,cellular,1,0,0,0
56,admin.,married,basic.9y,no,unknown,no,cellular,2,0,0,0
30,admin.,single,university.degree,no,yes,no,cellular,1,0,0,0
34,housemaid,single,basic.4y,no,no,no,cellular,1,0,0,0
33,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
32,technician,married,high.school,unknown,no,no,cellular,2,0,0,0
46,technician,divorced,professional.course,no,unknown,no,cellular,3,0,0,0
39,technician,married,high.school,no,unknown,no,cellular,2,1,0,0
51,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
30,admin.,married,unknown,no,unknown,no,cellular,3,0,0,0
31,technician,single,professional.course,no,no,no,cellular,10,0,0,0
37,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
64,unknown,married,unknown,no,unknown,no,cellular,1,0,1,3
50,management,married,basic.9y,no,no,no,telephone,4,0,0,0
39,technician,married,university.degree,no,yes,no,telephone,3,0,0,0
58,admin.,married,high.school,unknown,unknown,no,cellular,1,0,0,0
45,admin.,divorced,university.degree,no,unknown,yes,telephone,1,0,0,0
33,admin.,single,university.degree,no,unknown,no,cellular,3,0,0,0
50,admin.,divorced,university.degree,no,no,no,cellular,11,0,0,0
49,technician,divorced,high.school,no,yes,no,cellular,1,0,0,0
54,services,divorced,university.degree,no,yes,no,cellular,1,0,0,0
29,blue-collar,married,basic.9y,no,no,no,cellular,1,0,0,0
51,retired,married,basic.9y,no,unknown,unknown,cellular,1,0,0,0
41,blue-collar,divorced,unknown,no,yes,unknown,telephone,11,0,0,0
36,admin.,single,basic.6y,no,unknown,no,telephone,2,0,0,0
33,unemployed,married,university.degree,no,unknown,no,cellular,8,0,0,0
32,technician,married,university.degree,no,unknown,yes,cellular,2,0,0,0
29,blue-collar,married,basic.9y,no,unknown,no,telephone,5,0,0,0
33,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
34,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
37,student,single,university.degree,unknown,unknown,no,telephone,1,0,0,0
38,technician,married,university.degree,no,unknown,no,cellular,1,1,0,0
36,admin.,single,university.degree,no,unknown,yes,cellular,2,0,0,0
40,blue-collar,married,basic.9y,unknown,yes,yes,cellular,2,0,0,0
33,technician,single,university.degree,no,unknown,no,cellular,2,0,0,0
47,blue-collar,married,basic.4y,no,unknown,no,telephone,4,0,0,0
33,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
35,technician,married,high.school,unknown,unknown,no,cellular,1,1,0,0
57,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
51,entrepreneur,divorced,university.degree,no,unknown,no,telephone,1,0,0,0
46,admin.,married,high.school,no,yes,no,cellular,11,0,0,0
29,services,married,high.school,unknown,no,no,telephone,2,0,0,0
42,admin.,married,university.degree,no,yes,no,cellular,4,0,0,0
31,admin.,single,university.degree,no,unknown,no,telephone,1,0,0,0
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,1,0,0,0
47,technician,married,professional.course,no,unknown,no,telephone,3,0,0,0
31,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,0,0,0
32,technician,married,unknown,unknown,unknown,no,telephone,1,0,0,0
54,blue-collar,single,unknown,no,no,no,telephone,4,0,0,0
58,blue-collar,married,basic.4y,unknown,yes,no,cellular,2,0,0,0
48,admin.,divorced,university.degree,no,unknown,no,cellular,3,0,0,0
53,blue-collar,married,unknown,no,unknown,no,cellular,3,0,0,0
30,services,married,basic.9y,unknown,yes,no,cellular,1,0,0,0
50,technician,married,professional.course,unknown,unknown,no,telephone,2,0,0,0
27,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
32,technician,married,professional.course,no,yes,unknown,telephone,3,0,0,0
37,admin.,single,university.degree,unknown,unknown,no,cellular,2,0,0,0
30,blue-collar,married,basic.4y,no,unknown,no,cellular,5,0,0,0
35,technician,married,university.degree,unknown,no,no,telephone,2,0,0,0
47,services,married,high.school,unknown,yes,no,telephone,1,0,0,0
29,technician,single,university.degree,no,yes,no,cellular,2,0,0,0
49,management,married,university.degree,no,unknown,unknown,cellular,4,0,0,0
56,admin.,married,unknown,no,yes,no,telephone,1,0,0,0
36,blue-collar,married,basic.4y,no,unknown,no,telephone,1,0,0,0
33,blue-collar,single,basic.9y,no,unknown,unknown,cellular,1,0,0,0
57,admin.,single,university.degree,unknown,unknown,no,cellular,1,0,0,0
26,admin.,single,university.degree,no,unknown,unknown,cellular,1,0,0,0
43,technician,single,high.school,no,no,no,cellular,2,0,0,0
33,admin.,married,university.degree,no,yes,no,cellular,1,1,0,0
57,blue-collar,divorced,professional.course,no,yes,no,telephone,2,0,0,0
26,admin.,married,high.school,no,yes,yes,telephone,1,0,0,0
36,management,married,basic.9y,no,unknown,no,telephone,6,0,0,0
40,services,married,high.school,no,no,no,telephone,1,0,0,0
48,blue-collar,married,basic.6y,no,unknown,unknown,telephone,1,0,0,0
29,blue-collar,married,basic.6y,no,unknown,no,cellular,1,0,0,0
41,blue-collar,married,basic.9y,no,unknown,no,cellular,2,0,0,0
34,technician,divorced,professional.course,no,unknown,no,cellular,1,0,0,0
44,blue-collar,married,basic.4y,no,no,no,telephone,2,0,0,0
44,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
54,blue-collar,divorced,basic.4y,unknown,no,no,cellular,1,0,0,0
46,admin.,married,university.degree,no,unknown,no,cellular,1,1,0,0
31,technician,married,basic.9y,no,unknown,no,cellular,3,0,0,0
33,services,single,high.school,no,no,no,cellular,1,0,0,0
60,retired,married,high.school,no,no,no,telephone,7,0,0,0
31,admin.,married,professional.course,no,unknown,no,cellular,2,1,0,0
35,technician,divorced,basic.4y,no,yes,no,cellular,3,1,1,4
35,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
36,technician,single,high.school,no,unknown,no,cellular,1,0,0,0
32,admin.,single,professional.course,no,unknown,no,cellular,1,0,0,0
37,services,married,high.school,no,unknown,no,cellular,3,0,0,0
29,technician,single,professional.course,no,unknown,no,cellular,2,0,0,0
43,technician,single,university.degree,no,unknown,no,cellular,1,0,0,0
50,admin.,divorced,university.degree,no,unknown,no,telephone,2,0,0,0
34,self-employed,single,professional.course,no,unknown,no,cellular,2,0,0,0
41,blue-collar,single,university.degree,no,no,no,cellular,1,0,0,0
53,admin.,divorced,university.degree,no,no,no,telephone,5,0,0,0
29,admin.,married,high.school,no,no,no,telephone,1,0,0,0
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,1,0,0,0
28,blue-collar,single,unknown,no,unknown,no,cellular,1,0,0,0
46,services,divorced,high.school,no,unknown,unknown,telephone,3,0,0,0
29,technician,single,basic.9y,no,unknown,no,cellular,1,0,0,0
43,admin.,married,high.school,no,yes,no,cellular,22,0,0,0
60,management,married,university.degree,no,unknown,unknown,cellular,5,0,0,0
39,self-employed,married,high.school,no,unknown,no,telephone,5,0,0,0
47,technician,divorced,high.school,no,unknown,no,cellular,3,0,0,0
27,admin.,single,university.degree,no,unknown,no,cellular,4,1,0,0
31,blue-collar,single,high.school,no,unknown,unknown,cellular,1,0,0,0
51,services,single,basic.6y,no,unknown,unknown,cellular,1,0,0,0
50,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
40,blue-collar,married,basic.6y,no,yes,no,telephone,3,0,0,0
33,blue-collar,married,basic.9y,no,unknown,no,telephone,7,0,0,0
38,blue-collar,single,university.degree,unknown,unknown,no,telephone,2,0,0,0
28,admin.,single,university.degree,no,unknown,yes,cellular,6,0,0,0
44,blue-collar,married,basic.6y,no,yes,yes,telephone,7,0,0,0
30,entrepreneur,married,university.degree,no,unknown,no,cellular,3,0,0,0
52,blue-collar,divorced,basic.9y,unknown,unknown,unknown,cellular,1,0,0,0
34,admin.,married,university.degree,no,yes,no,telephone,3,0,0,0
36,retired,married,high.school,no,unknown,no,telephone,20,0,0,0
37,admin.,married,high.school,no,yes,no,telephone,1,0,0,0
25,blue-collar,single,professional.course,no,unknown,no,telephone,1,0,0,0
46,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
33,admin.,married,high.school,no,yes,yes,telephone,1,0,0,0
52,admin.,married,university.degree,no,unknown,no,cellular,2,0,1,7
42,management,married,university.degree,no,unknown,no,cellular,1,1,0,0
49,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,0,0,0
39,services,divorced,basic.9y,no,unknown,no,telephone,4,0,0,0
46,blue-collar,married,professional.course,unknown,unknown,unknown,telephone,1,0,0,0
33,admin.,single,high.school,no,no,yes,cellular,1,0,0,0
58,blue-collar,married,basic.9y,no,yes,no,cellular,1,0,0,0
32,admin.,married,university.degree,no,unknown,no,cellular,1,1,0,0
41,unknown,married,unknown,no,no,no,cellular,2,0,0,0
31,technician,single,unknown,no,unknown,unknown,cellular,3,0,0,0
31,blue-collar,married,basic.6y,no,yes,no,telephone,2,0,0,0
30,housemaid,married,high.school,no,unknown,unknown,cellular,1,0,0,0
28,admin.,single,high.school,no,unknown,no,cellular,1,1,0,0
59,housemaid,married,basic.4y,unknown,unknown,no,cellular,2,0,0,0
42,blue-collar,divorced,basic.9y,no,unknown,no,telephone,11,0,0,0
32,admin.,married,university.degree,no,unknown,no,cellular,3,0,0,0
47,blue-collar,married,basic.4y,no,unknown,no,telephone,2,0,0,0
58,services,married,basic.6y,no,yes,no,cellular,3,0,0,0
40,management,married,university.degree,no,unknown,no,cellular,3,0,0,0
38,blue-collar,married,basic.4y,no,unknown,no,cellular,1,0,0,0
30,technician,single,university.degree,no,yes,unknown,cellular,7,0,0,0
37,management,married,high.school,no,yes,no,cellular,1,1,0,0
60,admin.,married,basic.9y,no,unknown,no,cellular,11,0,0,0
50,self-employed,married,basic.9y,no,yes,unknown,cellular,6,1,1,3
51,blue-collar,single,basic.4y,unknown,yes,no,telephone,2,0,0,0
30,admin.,married,high.school,unknown,unknown,yes,cellular,1,1,0,0
47,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
30,admin.,single,university.degree,no,yes,no,cellular,1,0,0,0
60,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
44,technician,married,university.degree,no,unknown,no,telephone,4,0,0,0
26,technician,single,professional.course,no,no,no,cellular,2,0,0,0
37,technician,married,university.degree,no,unknown,no,cellular,1,1,1,2
44,technician,single,professional.course,no,yes,yes,telephone,2,0,0,0
39,unemployed,married,basic.9y,no,unknown,no,cellular,2,0,0,0
21,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
27,services,married,high.school,unknown,unknown,no,telephone,3,0,0,0
53,management,married,university.degree,unknown,unknown,no,cellular,2,0,0,0
26,admin.,single,basic.9y,no,yes,yes,cellular,2,1,0,0
56,entrepreneur,married,university.degree,unknown,unknown,no,telephone,2,0,0,0
55,admin.,married,university.degree,no,unknown,no,telephone,4,0,0,0
29,entrepreneur,married,basic.6y,no,unknown,no,cellular,5,0,0,0
27,technician,single,basic.9y,unknown,no,no,cellular,7,0,0,0
55,admin.,married,high.school,no,no,yes,telephone,4,0,0,0
44,admin.,married,basic.6y,no,unknown,no,cellular,1,0,0,0
47,housemaid,married,professional.course,no,yes,yes,telephone,5,0,0,0
53,admin.,married,university.degree,unknown,unknown,unknown,cellular,1,0,0,0
34,technician,married,professional.course,no,unknown,yes,telephone,4,0,0,0
30,technician,single,university.degree,no,no,no,cellular,1,0,0,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,1,1,0,0
42,management,married,university.degree,unknown,unknown,no,telephone,1,0,0,0
38,admin.,single,university.degree,no,unknown,yes,cellular,2,0,0,0
46,unemployed,married,basic.9y,unknown,unknown,no,cellular,2,0,0,0
56,admin.,married,university.degree,unknown,unknown,no,cellular,2,0,0,0
45,services,married,professional.course,no,yes,no,telephone,1,0,0,0
43,admin.,married,high.school,no,unknown,yes,telephone,2,0,0,0
29,admin.,married,professional.course,no,unknown,no,telephone,4,1,0,0
33,self-employed,divorced,university.degree,no,yes,no,cellular,1,0,0,0
31,technician,single,professional.course,no,no,no,cellular,16,0,0,0
45,blue-collar,single,basic.9y,no,unknown,yes,cellular,2,0,0,0
23,student,single,professional.course,no,yes,no,cellular,1,1,1,8
46,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,0,0,0
26,admin.,married,university.degree,no,unknown,no,cellular,1,1,0,0
39,blue-collar,married,basic.6y,no,no,no,telephone,1,0,0,0
47,technician,single,professional.course,no,unknown,no,cellular,2,0,0,0
59,self-employed,single,university.degree,no,yes,no,telephone,3,0,0,0
41,blue-collar,married,unknown,no,unknown,no,telephone,1,0,0,0
53,blue-collar,single,basic.9y,no,unknown,no,telephone,2,1,0,0
37,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
52,blue-collar,married,basic.6y,no,yes,unknown,cellular,1,0,0,0
61,self-employed,divorced,university.degree,no,no,no,cellular,2,0,0,0
37,housemaid,single,university.degree,no,unknown,no,cellular,2,1,0,0
59,retired,married,basic.9y,no,yes,no,telephone,1,1,0,0
49,unknown,married,high.school,unknown,yes,no,telephone,1,0,0,0
37,blue-collar,married,basic.4y,no,unknown,no,cellular,1,1,0,0
44,unemployed,married,high.school,no,unknown,no,cellular,3,0,0,0
33,blue-collar,married,basic.9y,unknown,no,no,cellular,2,0,0,0
35,blue-collar,divorced,basic.4y,no,no,yes,cellular,4,0,0,0
37,blue-collar,single,high.school,no,unknown,no,cellular,2,0,0,0
34,technician,divorced,professional.course,no,unknown,no,telephone,1,0,0,0
43,admin.,married,high.school,no,unknown,unknown,telephone,2,0,0,0
31,blue-collar,divorced,basic.9y,no,unknown,no,telephone,2,0,0,0
33,self-employed,married,university.degree,no,unknown,no,telephone,1,0,0,0
61,retired,married,high.school,no,unknown,unknown,telephone,4,0,0,0
32,services,married,high.school,unknown,no,no,cellular,3,1,1,10
29,admin.,married,basic.9y,no,yes,no,cellular,2,1,0,0
41,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
29,housemaid,married,high.school,no,yes,no,cellular,1,0,0,0
66,unemployed,single,basic.4y,no,unknown,no,cellular,1,1,0,0
58,retired,divorced,professional.course,no,no,no,cellular,2,0,0,0
56,admin.,divorced,high.school,no,unknown,no,cellular,2,0,0,0
28,admin.,married,high.school,no,unknown,no,cellular,3,0,0,0
45,blue-collar,married,basic.4y,unknown,unknown,no,cellular,5,1,0,0
98,retired,married,basic.4y,unknown,unknown,no,cellular,1,1,1,2
29,technician,single,high.school,no,unknown,no,cellular,6,0,0,0
25,admin.,single,basic.9y,no,unknown,no,cellular,1,0,0,0
49,self-employed,married,basic.9y,no,yes,unknown,telephone,2,0,0,0
22,student,single,basic.6y,no,unknown,no,cellular,1,0,0,0
30,admin.,single,university.degree,no,unknown,yes,cellular,4,0,0,0
45,blue-collar,married,basic.9y,no,unknown,yes,cellular,3,0,0,0
47,admin.,divorced,high.school,no,unknown,no,cellular,1,0,0,0
31,services,single,university.degree,no,unknown,unknown,cellular,2,0,0,0
41,blue-collar,married,basic.4y,no,unknown,no,telephone,2,0,0,0
48,blue-collar,married,basic.4y,unknown,yes,no,telephone,9,0,0,0
37,management,married,university.degree,no,unknown,yes,cellular,2,0,0,0
45,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
42,management,married,basic.9y,no,unknown,no,cellular,1,0,0,0
57,technician,single,professional.course,no,unknown,no,telephone,2,0,0,0
43,admin.,married,high.school,no,no,no,telephone,1,0,0,0
41,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
34,admin.,single,basic.6y,no,unknown,no,cellular,5,0,0,0
35,management,divorced,university.degree,no,unknown,yes,cellular,7,0,0,0
35,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
29,entrepreneur,married,basic.4y,unknown,unknown,no,telephone,3,0,0,0
31,technician,single,unknown,unknown,unknown,no,cellular,1,0,0,0
34,unemployed,married,high.school,no,no,no,cellular,2,0,0,0
31,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
54,management,divorced,university.degree,no,unknown,no,cellular,2,0,1,12
69,retired,married,high.school,no,unknown,no,cellular,1,0,0,0
56,unemployed,divorced,high.school,no,yes,no,telephone,1,0,0,0
38,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,0,0,0
33,technician,single,professional.course,no,no,no,cellular,1,0,0,0
37,services,single,professional.course,no,yes,unknown,cellular,1,0,0,0
26,admin.,married,high.school,no,yes,no,cellular,1,1,0,0
37,admin.,divorced,high.school,no,unknown,yes,cellular,1,0,0,0
47,blue-collar,divorced,basic.4y,no,unknown,no,telephone,1,0,0,0
30,admin.,single,university.degree,no,unknown,yes,cellular,1,0,0,0
28,management,single,basic.9y,no,unknown,no,telephone,1,0,0,0
34,technician,married,high.school,no,unknown,no,cellular,1,0,0,0
32,admin.,single,high.school,no,no,no,telephone,2,0,0,0
33,unemployed,married,university.degree,no,yes,unknown,telephone,1,0,0,0
29,admin.,single,basic.9y,no,unknown,no,cellular,4,0,0,0
23,blue-collar,single,basic.4y,no,yes,no,cellular,8,0,0,0
30,services,single,high.school,no,unknown,yes,cellular,4,0,0,0
29,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
37,services,married,high.school,no,unknown,unknown,telephone,1,0,0,0
28,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,4,0,0,0
34,admin.,single,university.degree,no,unknown,no,telephone,1,0,0,0
50,entrepreneur,married,unknown,unknown,unknown,yes,cellular,1,0,0,0
44,blue-collar,divorced,basic.6y,unknown,unknown,no,cellular,3,1,0,0
58,admin.,married,university.degree,no,yes,no,telephone,1,0,0,0
27,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
48,technician,divorced,professional.course,no,unknown,no,cellular,3,0,0,0
49,blue-collar,married,basic.9y,no,no,no,cellular,2,0,0,0
42,services,married,high.school,unknown,no,yes,telephone,3,0,0,0
51,admin.,married,university.degree,no,yes,no,cellular,1,0,0,0
50,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
49,blue-collar,married,basic.4y,unknown,unknown,yes,cellular,5,0,0,0
31,technician,single,university.degree,no,unknown,yes,cellular,2,0,0,0
44,services,divorced,high.school,no,unknown,no,cellular,1,0,0,0
25,admin.,single,high.school,unknown,unknown,no,cellular,1,0,0,0
29,housemaid,single,university.degree,no,unknown,yes,telephone,1,1,0,0
37,self-employed,divorced,professional.course,no,unknown,no,cellular,2,0,0,0
43,technician,single,university.degree,no,unknown,no,cellular,1,0,0,0
28,housemaid,married,high.school,no,unknown,no,cellular,2,0,0,0
32,technician,married,professional.course,no,no,no,cellular,1,0,0,0
40,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,1,0,0
30,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
51,housemaid,married,basic.9y,no,unknown,no,cellular,1,0,0,0
31,admin.,married,university.degree,no,unknown,yes,cellular,2,0,0,0
55,technician,divorced,university.degree,no,no,no,cellular,1,0,0,0
54,blue-collar,married,basic.9y,no,yes,no,telephone,1,0,0,0
44,admin.,married,university.degree,no,unknown,no,telephone,1,0,0,0
33,services,divorced,high.school,no,unknown,no,telephone,4,0,0,0
54,blue-collar,married,basic.9y,no,unknown,unknown,telephone,2,0,0,0
29,student,single,high.school,no,no,no,cellular,1,0,0,0
38,blue-collar,married,basic.9y,no,yes,no,cellular,5,1,0,0
40,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
49,admin.,single,university.degree,no,yes,no,telephone,1,0,0,0
34,services,married,high.school,no,unknown,no,telephone,1,0,0,0
37,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
42,technician,married,professional.course,unknown,no,no,cellular,3,0,0,0
45,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
24,admin.,single,high.school,no,unknown,unknown,telephone,1,0,0,0
40,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
42,services,married,high.school,no,unknown,no,telephone,4,0,0,0
23,student,single,basic.9y,no,yes,yes,cellular,7,0,0,0
70,retired,married,professional.course,no,unknown,no,cellular,3,0,0,0
27,services,single,high.school,no,no,no,telephone,2,0,0,0
42,entrepreneur,married,professional.course,no,yes,no,telephone,5,1,0,0
60,blue-collar,married,basic.4y,no,unknown,no,cellular,2,0,1,4
22,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,1,0,0
40,management,married,unknown,no,unknown,no,cellular,1,0,0,0
25,blue-collar,single,basic.9y,no,yes,no,cellular,3,0,0,0
31,blue-collar,single,basic.9y,no,unknown,no,cellular,5,0,0,0
43,services,married,high.school,unknown,unknown,no,telephone,2,0,0,0
49,blue-collar,married,basic.4y,unknown,yes,yes,telephone,5,0,0,0
34,technician,married,professional.course,no,unknown,no,telephone,3,0,0,0
41,blue-collar,married,basic.4y,no,unknown,no,telephone,2,0,0,0
34,services,married,high.school,no,unknown,no,cellular,6,0,0,0
39,blue-collar,divorced,basic.9y,no,unknown,no,telephone,3,0,0,0
53,blue-collar,married,basic.4y,no,unknown,no,cellular,2,0,0,0
28,admin.,married,university.degree,no,unknown,unknown,telephone,2,0,0,0
29,admin.,married,university.degree,no,no,no,telephone,1,0,0,0
34,technician,married,high.school,no,yes,no,cellular,3,0,0,0
19,student,single,unknown,no,unknown,no,cellular,2,0,1,3
44,management,married,university.degree,no,unknown,no,cellular,4,0,0,0
36,admin.,single,university.degree,no,unknown,no,cellular,3,0,0,0
28,admin.,single,university.degree,no,no,no,cellular,1,0,0,0
29,technician,single,professional.course,no,no,no,cellular,1,0,0,0
58,retired,married,basic.9y,no,unknown,no,telephone,2,0,0,0
39,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
46,admin.,married,basic.6y,no,unknown,no,cellular,1,0,0,0
34,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
48,entrepreneur,married,university.degree,no,yes,no,cellular,1,1,0,0
26,self-employed,single,university.degree,no,unknown,no,cellular,3,0,0,0
59,admin.,married,university.degree,no,unknown,unknown,cellular,5,0,0,0
38,self-employed,divorced,high.school,no,no,no,cellular,3,1,0,0
40,admin.,married,high.school,no,unknown,yes,cellular,4,0,0,0
26,student,single,high.school,no,yes,no,cellular,1,1,1,14
36,admin.,single,university.degree,no,unknown,no,telephone,2,0,0,0
32,blue-collar,married,professional.course,no,unknown,no,telephone,1,0,0,0
34,admin.,single,university.degree,unknown,no,no,telephone,16,0,0,0
39,technician,married,professional.course,no,unknown,no,cellular,5,0,0,0
36,entrepreneur,married,university.degree,unknown,yes,unknown,cellular,13,0,0,0
