Client ID,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
8042,housemaid,married,professional.course,no,yes,yes,telephone,5,no,0,0,46–55
31215,admin.,married,university.degree,unknown,unknown,unknown,cellular,1,no,0,0,46–55
5869,technician,married,professional.course,no,unknown,yes,telephone,4,no,0,0,26–35
22384,technician,single,university.degree,no,no,no,cellular,1,no,0,0,26–35
25733,blue-collar,married,basic.6y,no,yes,no,cellular,1,yes,0,0,36–45
7022,management,married,university.degree,unknown,unknown,no,telephone,1,no,0,0,36–45
20326,admin.,single,university.degree,no,unknown,yes,cellular,2,no,0,0,36–45
20754,unemployed,married,basic.9y,unknown,unknown,no,cellular,2,no,0,0,46–55
23232,admin.,married,university.degree,unknown,unknown,no,cellular,2,no,0,0,56–65
96,services,married,professional.course,no,yes,no,telephone,1,no,0,0,46–55
6280,admin.,married,high.school,no,unknown,yes,telephone,2,no,0,0,36–45
9797,admin.,married,professional.course,no,unknown,no,telephone,4,yes,0,0,26–35
31628,self-employed,divorced,university.degree,no,yes,no,cellular,1,no,0,0,26–35
23797,technician,single,professional.course,no,no,no,cellular,16,no,0,0,26–35
24680,blue-collar,single,basic.9y,no,unknown,yes,cellular,2,no,0,0,46–55
40735,student,single,professional.course,no,yes,no,cellular,1,yes,1,8,16–25
29941,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,no,0,0,46–55
27701,admin.,married,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
1269,blue-collar,married,basic.6y,no,no,no,telephone,1,no,0,0,36–45
17347,technician,single,professional.course,no,unknown,no,cellular,2,no,0,0,46–55
35895,self-employed,single,university.degree,no,yes,no,telephone,3,no,0,0,56–65
12953,blue-collar,married,unknown,no,unknown,no,telephone,1,no,0,0,36–45
40146,blue-collar,single,basic.9y,no,unknown,no,telephone,2,yes,0,0,46–55
25418,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
19941,blue-collar,married,basic.6y,no,yes,unknown,cellular,1,no,0,0,46–55
39254,self-employed,divorced,university.degree,no,no,no,cellular,2,no,0,0,56–65
35897,housemaid,single,university.degree,no,unknown,no,cellular,2,yes,0,0,36–45
11013,retired,married,basic.9y,no,yes,no,telephone,1,yes,0,0,56–65
6104,unknown,married,high.school,unknown,yes,no,telephone,1,no,0,0,46–55
34400,blue-collar,married,basic.4y,no,unknown,no,cellular,1,yes,0,0,36–45
14333,unemployed,married,high.school,no,unknown,no,cellular,3,no,0,0,36–45
34219,blue-collar,married,basic.9y,unknown,no,no,cellular,2,no,0,0,26–35
16216,blue-collar,divorced,basic.4y,no,no,yes,cellular,4,no,0,0,36–45
24778,blue-collar,single,high.school,no,unknown,no,cellular,2,no,0,0,36–45
31431,technician,divorced,professional.course,no,unknown,no,telephone,1,no,0,0,26–35
4875,admin.,married,high.school,no,unknown,unknown,telephone,2,no,0,0,36–45
8829,blue-collar,divorced,basic.9y,no,unknown,no,telephone,2,no,0,0,26–35
8811,self-employed,married,university.degree,no,unknown,no,telephone,1,no,0,0,26–35
8646,retired,married,high.school,no,unknown,unknown,telephone,4,no,0,0,56–65
35827,services,married,high.school,unknown,no,no,cellular,3,yes,1,10,26–35
15892,admin.,married,basic.9y,no,yes,no,cellular,2,yes,0,0,26–35
24774,management,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
26275,housemaid,married,high.school,no,yes,no,cellular,1,no,0,0,26–35
30384,unemployed,single,basic.4y,no,unknown,no,cellular,1,yes,0,0,66+
27018,retired,divorced,professional.course,no,no,no,cellular,2,no,0,0,56–65
27306,admin.,divorced,high.school,no,unknown,no,cellular,2,no,0,0,56–65
31482,admin.,married,high.school,no,unknown,no,cellular,3,no,0,0,26–35
14478,blue-collar,married,basic.4y,unknown,unknown,no,cellular,5,yes,0,0,46–55
38453,retired,married,basic.4y,unknown,unknown,no,cellular,1,yes,1,2,66+
23120,technician,single,high.school,no,unknown,no,cellular,6,no,0,0,26–35
15688,admin.,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
3296,self-employed,married,basic.9y,no,yes,unknown,telephone,2,no,0,0,46–55
38500,student,single,basic.6y,no,unknown,no,cellular,1,no,0,0,16–25
20786,admin.,single,university.degree,no,unknown,yes,cellular,4,no,0,0,26–35
29115,blue-collar,married,basic.9y,no,unknown,yes,cellular,3,no,0,0,46–55
24956,admin.,divorced,high.school,no,unknown,no,cellular,1,no,0,0,46–55
15549,services,single,university.degree,no,unknown,unknown,cellular,2,no,0,0,26–35
9071,blue-collar,married,basic.4y,no,unknown,no,telephone,2,no,0,0,36–45
8127,blue-collar,married,basic.4y,unknown,yes,no,telephone,9,no,0,0,46–55
24640,management,married,university.degree,no,unknown,yes,cellular,2,no,0,0,36–45
5836,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,no,0,0,46–55
18494,management,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
9070,technician,single,professional.course,no,unknown,no,telephone,2,no,0,0,56–65
4787,admin.,married,high.school,no,no,no,telephone,1,no,0,0,36–45
411,admin.,married,high.school,no,unknown,no,telephone,1,no,0,0,36–45
29783,admin.,single,basic.6y,no,unknown,no,cellular,5,no,0,0,26–35
22729,management,divorced,university.degree,no,unknown,yes,cellular,7,no,0,0,36–45
14231,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
32897,entrepreneur,married,basic.4y,unknown,unknown,no,telephone,3,no,0,0,26–35
26777,technician,single,unknown,unknown,unknown,no,cellular,1,no,0,0,26–35
18574,unemployed,married,high.school,no,no,no,cellular,2,no,0,0,26–35
34028,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
31341,management,divorced,university.degree,no,unknown,no,cellular,2,no,1,12,46–55
38060,retired,married,high.school,no,unknown,no,cellular,1,no,0,0,66+
2817,unemployed,divorced,high.school,no,yes,no,telephone,1,no,0,0,56–65
13050,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,no,0,0,36–45
16075,technician,single,professional.course,no,no,no,cellular,1,no,0,0,26–35
32382,services,single,professional.course,no,yes,unknown,cellular,1,no,0,0,36–45
38479,admin.,married,high.school,no,yes,no,cellular,1,yes,0,0,26–35
30692,admin.,divorced,high.school,no,unknown,yes,cellular,1,no,0,0,36–45
11444,blue-collar,divorced,basic.4y,no,unknown,no,telephone,1,no,0,0,46–55
28494,admin.,single,university.degree,no,unknown,yes,cellular,1,no,0,0,26–35
34583,management,single,basic.9y,no,unknown,no,telephone,1,no,0,0,26–35
32761,technician,married,high.school,no,unknown,no,cellular,1,no,0,0,26–35
4586,admin.,single,high.school,no,no,no,telephone,2,no,0,0,26–35
40088,unemployed,married,university.degree,no,yes,unknown,telephone,1,no,0,0,26–35
32847,admin.,single,basic.9y,no,unknown,no,cellular,4,no,0,0,26–35
35360,blue-collar,single,basic.4y,no,yes,no,cellular,8,no,0,0,16–25
14588,services,single,high.school,no,unknown,yes,cellular,4,no,0,0,26–35
23404,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
4418,services,married,high.school,no,unknown,unknown,telephone,1,no,0,0,36–45
14419,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,4,no,0,0,26–35
8966,admin.,single,university.degree,no,unknown,no,telephone,1,no,0,0,26–35
12742,entrepreneur,married,unknown,unknown,unknown,yes,cellular,1,no,0,0,46–55
31982,blue-collar,divorced,basic.6y,unknown,unknown,no,cellular,3,yes,0,0,36–45
21019,admin.,married,university.degree,no,yes,no,telephone,1,no,0,0,56–65
28728,admin.,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
19192,technician,divorced,professional.course,no,unknown,no,cellular,3,no,0,0,46–55
31986,blue-collar,married,basic.9y,no,no,no,cellular,2,no,0,0,46–55
10559,services,married,high.school,unknown,no,yes,telephone,3,no,0,0,36–45
19924,admin.,married,university.degree,no,yes,no,cellular,1,no,0,0,46–55
10512,admin.,married,high.school,no,unknown,no,telephone,1,no,0,0,46–55
23045,blue-collar,married,basic.4y,unknown,unknown,yes,cellular,5,no,0,0,46–55
19437,technician,single,university.degree,no,unknown,yes,cellular,2,no,0,0,26–35
28246,services,divorced,high.school,no,unknown,no,cellular,1,no,0,0,36–45
12716,admin.,single,high.school,unknown,unknown,no,cellular,1,no,0,0,26–35
38696,housemaid,single,university.degree,no,unknown,yes,telephone,1,yes,0,0,26–35
16320,self-employed,divorced,professional.course,no,unknown,no,cellular,2,no,0,0,36–45
36962,technician,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
14025,housemaid,married,high.school,no,unknown,no,cellular,2,no,0,0,26–35
19216,technician,married,professional.course,no,no,no,cellular,1,no,0,0,26–35
26318,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,yes,0,0,36–45
27559,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
16218,housemaid,married,basic.9y,no,unknown,no,cellular,1,no,0,0,46–55
31623,admin.,married,university.degree,no,unknown,yes,cellular,2,no,0,0,26–35
23080,technician,divorced,university.degree,no,no,no,cellular,1,no,0,0,56–65
18632,blue-collar,married,basic.9y,no,yes,no,telephone,1,no,0,0,46–55
10102,admin.,married,university.degree,no,unknown,no,telephone,1,no,0,0,36–45
11914,services,divorced,high.school,no,unknown,no,telephone,4,no,0,0,26–35
1136,blue-collar,married,basic.9y,no,unknown,unknown,telephone,2,no,0,0,46–55
30072,student,single,high.school,no,no,no,cellular,1,no,0,0,26–35
34066,blue-collar,married,basic.9y,no,yes,no,cellular,5,yes,0,0,36–45
38767,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
24042,admin.,single,university.degree,no,yes,no,telephone,1,no,0,0,46–55
4715,services,married,high.school,no,unknown,no,telephone,1,no,0,0,26–35
13847,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
12416,technician,married,professional.course,unknown,no,no,cellular,3,no,0,0,36–45
24267,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,46–55
8789,admin.,single,high.school,no,unknown,unknown,telephone,1,no,0,0,16–25
19085,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
9935,services,married,high.school,no,unknown,no,telephone,4,no,0,0,36–45
31784,student,single,basic.9y,no,yes,yes,cellular,7,no,0,0,16–25
37587,retired,married,professional.course,no,unknown,no,cellular,3,no,0,0,66+
7483,services,single,high.school,no,no,no,telephone,2,no,0,0,26–35
11753,entrepreneur,married,professional.course,no,yes,no,telephone,5,yes,0,0,36–45
41163,blue-collar,married,basic.4y,no,unknown,no,cellular,2,no,1,4,56–65
15777,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,yes,0,0,16–25
26726,management,married,unknown,no,unknown,no,cellular,1,no,0,0,36–45
14067,blue-collar,single,basic.9y,no,yes,no,cellular,3,no,0,0,26–35
33154,blue-collar,single,basic.9y,no,unknown,no,cellular,5,no,0,0,26–35
8093,services,married,high.school,unknown,unknown,no,telephone,2,no,0,0,36–45
8252,blue-collar,married,basic.4y,unknown,yes,yes,telephone,5,no,0,0,46–55
6307,technician,married,professional.course,no,unknown,no,telephone,3,no,0,0,26–35
1949,blue-collar,married,basic.4y,no,unknown,no,telephone,2,no,0,0,36–45
34724,services,married,high.school,no,unknown,no,cellular,6,no,0,0,26–35
5448,blue-collar,divorced,basic.9y,no,unknown,no,telephone,3,no,0,0,36–45
29342,blue-collar,married,basic.4y,no,unknown,no,cellular,2,no,0,0,46–55
2459,admin.,married,university.degree,no,unknown,unknown,telephone,2,no,0,0,26–35
40253,admin.,married,university.degree,no,no,no,telephone,1,no,0,0,26–35
22995,technician,married,high.school,no,yes,no,cellular,3,no,0,0,26–35
38835,student,single,unknown,no,unknown,no,cellular,2,no,1,3,16–25
21694,management,married,university.degree,no,unknown,no,cellular,4,no,0,0,36–45
33203,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,36–45
37430,admin.,single,university.degree,no,no,no,cellular,1,no,0,0,26–35
22599,technician,single,professional.course,no,no,no,cellular,1,no,0,0,26–35
9464,retired,married,basic.9y,no,unknown,no,telephone,2,no,0,0,56–65
24560,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
30382,admin.,married,basic.6y,no,unknown,no,cellular,1,no,0,0,46–55
1734,admin.,married,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
30175,entrepreneur,married,university.degree,no,yes,no,cellular,1,yes,0,0,46–55
35020,self-employed,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
22624,admin.,married,university.degree,no,unknown,unknown,cellular,5,no,0,0,56–65
37578,self-employed,divorced,high.school,no,no,no,cellular,3,yes,0,0,36–45
21813,admin.,married,high.school,no,unknown,yes,cellular,4,no,0,0,36–45
40467,student,single,high.school,no,yes,no,cellular,1,yes,1,14,26–35
10207,admin.,single,university.degree,no,unknown,no,telephone,2,no,0,0,36–45
17104,blue-collar,married,professional.course,no,unknown,no,telephone,1,no,0,0,26–35
9044,admin.,single,university.degree,unknown,no,no,telephone,16,no,0,0,26–35
18657,technician,married,professional.course,no,unknown,no,cellular,5,no,0,0,36–45
18531,entrepreneur,married,university.degree,unknown,yes,unknown,cellular,13,no,0,0,36–45
17566,services,married,high.school,unknown,no,yes,telephone,11,no,0,0,36–45
13720,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,1,no,0,0,46–55
6237,blue-collar,married,professional.course,no,no,no,telephone,1,no,0,0,36–45
26969,services,single,basic.9y,no,no,no,cellular,5,no,0,0,36–45
25478,admin.,single,university.degree,no,yes,no,cellular,1,no,0,0,36–45
1544,admin.,married,university.degree,no,unknown,no,telephone,3,no,0,0,36–45
32896,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,1,no,0,0,26–35
611,blue-collar,married,basic.6y,no,yes,unknown,telephone,2,no,0,0,46–55
7947,management,married,university.degree,unknown,no,yes,telephone,4,no,0,0,46–55
5724,admin.,married,high.school,no,yes,no,telephone,3,no,0,0,56–65
6519,admin.,married,high.school,no,unknown,yes,telephone,1,no,0,0,46–55
5352,admin.,single,high.school,no,yes,yes,telephone,2,no,0,0,36–45
41145,admin.,single,professional.course,no,unknown,no,cellular,3,no,0,0,36–45
31288,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,56–65
644,retired,married,high.school,unknown,unknown,no,telephone,1,no,0,0,46–55
2162,blue-collar,married,basic.9y,unknown,yes,no,telephone,4,no,0,0,36–45
3206,admin.,married,high.school,no,unknown,no,telephone,1,no,0,0,56–65
32750,services,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
20704,admin.,married,university.degree,no,unknown,no,cellular,6,no,0,0,56–65
7859,management,married,university.degree,no,unknown,unknown,telephone,2,no,0,0,36–45
5334,blue-collar,married,basic.9y,no,unknown,yes,telephone,2,no,0,0,26–35
13554,blue-collar,divorced,basic.9y,no,yes,no,cellular,1,no,0,0,26–35
39155,blue-collar,single,high.school,no,no,no,cellular,1,yes,0,0,36–45
21457,management,single,university.degree,no,no,no,cellular,1,no,0,0,26–35
13133,technician,married,professional.course,no,yes,yes,cellular,1,no,0,0,36–45
2322,services,single,high.school,no,no,yes,telephone,1,no,0,0,36–45
6546,services,married,high.school,no,yes,unknown,telephone,5,no,0,0,26–35
27134,management,single,high.school,no,unknown,no,cellular,1,no,0,0,36–45
40222,unemployed,single,university.degree,no,unknown,yes,cellular,1,yes,1,5,36–45
5089,housemaid,married,basic.4y,no,no,no,telephone,1,no,0,0,56–65
6271,blue-collar,married,basic.9y,unknown,yes,no,telephone,8,no,0,0,36–45
12544,technician,married,professional.course,no,yes,no,cellular,1,no,0,0,26–35
35840,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,36–45
16111,admin.,married,university.degree,unknown,unknown,no,cellular,3,no,0,0,36–45
28411,services,married,high.school,no,unknown,no,cellular,2,no,0,0,36–45
35041,management,single,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
20328,blue-collar,married,basic.4y,no,unknown,unknown,cellular,6,no,0,0,46–55
33631,blue-collar,single,university.degree,no,yes,unknown,cellular,4,no,0,0,26–35
38534,technician,single,university.degree,no,no,no,cellular,1,no,0,0,16–25
8402,blue-collar,divorced,basic.4y,no,unknown,no,telephone,3,no,0,0,36–45
16098,blue-collar,single,basic.6y,no,unknown,no,cellular,1,no,0,0,16–25
31836,self-employed,married,professional.course,no,yes,no,cellular,2,no,0,0,36–45
16745,services,married,high.school,no,unknown,no,cellular,4,no,0,0,46–55
34444,blue-collar,married,basic.9y,no,unknown,no,cellular,2,no,0,0,26–35
25636,blue-collar,single,basic.4y,no,no,no,cellular,2,no,0,0,46–55
19295,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
22257,admin.,married,university.degree,no,yes,no,cellular,2,no,0,0,46–55
22727,blue-collar,married,basic.4y,no,unknown,no,cellular,2,yes,0,0,46–55
2200,services,single,high.school,no,unknown,unknown,telephone,6,no,0,0,26–35
32389,management,married,university.degree,no,no,no,cellular,1,no,0,0,46–55
7088,admin.,married,high.school,no,no,no,telephone,3,no,0,0,36–45
24460,admin.,married,university.degree,unknown,no,no,cellular,1,no,0,0,46–55
4140,management,married,basic.4y,unknown,unknown,no,telephone,35,no,0,0,46–55
11698,technician,married,university.degree,unknown,unknown,no,telephone,3,no,0,0,46–55
13450,technician,single,university.degree,no,yes,no,cellular,2,no,0,0,26–35
10506,retired,single,high.school,no,unknown,no,telephone,1,no,0,0,56–65
12748,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
39836,services,married,high.school,no,no,yes,cellular,2,yes,1,6,26–35
7945,blue-collar,married,high.school,no,yes,no,telephone,3,no,0,0,26–35
40663,student,divorced,unknown,no,unknown,no,telephone,1,no,0,0,26–35
36180,blue-collar,single,basic.9y,no,yes,no,cellular,2,no,0,0,36–45
28559,technician,married,professional.course,no,unknown,no,cellular,2,no,0,0,36–45
28791,admin.,single,high.school,no,unknown,yes,cellular,3,no,1,9,26–35
22515,technician,single,high.school,no,unknown,no,cellular,1,no,0,0,36–45
1070,retired,married,basic.4y,no,no,no,telephone,2,no,0,0,56–65
17907,retired,married,basic.6y,no,unknown,no,cellular,1,no,0,0,56–65
34416,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
35102,services,single,high.school,no,unknown,no,cellular,6,no,0,0,26–35
35267,blue-collar,married,basic.9y,unknown,yes,no,cellular,8,no,0,0,26–35
18567,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
34031,blue-collar,single,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
13103,blue-collar,married,basic.9y,no,yes,no,cellular,1,no,0,0,26–35
13741,blue-collar,married,basic.6y,unknown,yes,no,cellular,1,no,0,0,36–45
35930,blue-collar,single,professional.course,no,no,no,cellular,1,no,0,0,36–45
34313,blue-collar,divorced,basic.9y,unknown,unknown,unknown,cellular,1,no,0,0,36–45
12837,admin.,single,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
13184,admin.,single,high.school,no,no,no,cellular,1,no,0,0,26–35
4173,services,married,basic.9y,unknown,unknown,no,telephone,5,no,0,0,36–45
16009,admin.,single,high.school,no,unknown,no,cellular,7,no,0,0,26–35
24720,blue-collar,married,basic.6y,no,unknown,unknown,cellular,3,no,0,0,36–45
37456,retired,married,basic.4y,no,unknown,no,cellular,2,no,0,0,66+
19135,technician,single,professional.course,no,unknown,no,cellular,4,no,0,0,36–45
19760,technician,divorced,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
11143,services,married,basic.9y,no,unknown,no,telephone,1,no,0,0,46–55
40594,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
11019,blue-collar,married,basic.4y,no,unknown,no,telephone,23,no,0,0,26–35
27004,technician,single,professional.course,no,unknown,no,cellular,2,no,0,0,36–45
17500,admin.,divorced,high.school,unknown,unknown,yes,cellular,3,yes,0,0,56–65
29037,technician,divorced,professional.course,no,no,no,cellular,1,no,0,0,16–25
9149,technician,married,unknown,no,unknown,no,telephone,3,no,0,0,36–45
21722,admin.,married,high.school,no,yes,no,cellular,4,no,0,0,46–55
33218,blue-collar,married,basic.9y,no,unknown,unknown,cellular,1,yes,0,0,56–65
20661,technician,married,professional.course,unknown,unknown,yes,cellular,1,no,0,0,36–45
30590,retired,married,basic.4y,no,no,no,cellular,2,yes,0,0,66+
15830,admin.,married,university.degree,unknown,no,unknown,cellular,1,no,0,0,46–55
31894,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,no,0,0,36–45
34425,blue-collar,married,university.degree,no,no,yes,cellular,1,no,0,0,26–35
14966,entrepreneur,divorced,high.school,unknown,unknown,no,cellular,4,no,0,0,36–45
23376,technician,divorced,professional.course,unknown,unknown,yes,cellular,9,no,0,0,46–55
5443,services,married,high.school,no,unknown,no,telephone,6,yes,0,0,36–45
22661,admin.,married,university.degree,no,no,no,cellular,3,no,0,0,26–35
1761,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,no,0,0,26–35
24041,admin.,married,university.degree,no,unknown,no,telephone,1,yes,0,0,26–35
29614,services,divorced,high.school,no,unknown,no,cellular,1,no,0,0,26–35
15474,services,divorced,basic.6y,unknown,unknown,unknown,telephone,4,no,0,0,46–55
25546,technician,married,high.school,no,no,yes,cellular,2,no,0,0,36–45
14889,blue-collar,married,basic.6y,unknown,yes,no,cellular,2,yes,0,0,46–55
26691,unemployed,married,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
27905,student,single,basic.9y,no,unknown,no,cellular,1,yes,0,0,16–25
36482,technician,divorced,university.degree,no,unknown,no,cellular,1,yes,0,0,46–55
38776,admin.,single,university.degree,no,unknown,no,cellular,2,yes,1,9,26–35
40676,technician,single,university.degree,no,unknown,no,cellular,1,yes,1,3,26–35
11783,services,single,high.school,no,unknown,no,telephone,14,no,0,0,26–35
35447,management,divorced,university.degree,no,unknown,no,cellular,5,no,0,0,36–45
12296,admin.,single,university.degree,no,unknown,no,telephone,11,no,0,0,36–45
6623,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,2,no,0,0,26–35
41157,technician,married,professional.course,no,unknown,no,cellular,2,yes,0,0,36–45
8065,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,no,0,0,26–35
23210,technician,divorced,professional.course,no,unknown,no,cellular,11,no,0,0,36–45
18837,technician,married,university.degree,no,unknown,unknown,cellular,1,no,0,0,36–45
4039,admin.,married,university.degree,no,unknown,no,telephone,2,no,0,0,46–55
4864,blue-collar,single,basic.4y,no,yes,yes,telephone,1,no,0,0,26–35
24837,self-employed,divorced,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
4720,services,married,university.degree,no,yes,no,telephone,1,no,0,0,46–55
28031,services,married,high.school,no,no,no,cellular,2,no,0,0,36–45
25245,admin.,married,university.degree,no,yes,unknown,cellular,2,no,0,0,56–65
3033,housemaid,married,university.degree,unknown,no,no,telephone,3,no,0,0,36–45
34110,entrepreneur,single,university.degree,no,yes,no,cellular,3,no,0,0,26–35
32806,admin.,single,high.school,no,no,no,cellular,2,yes,0,0,26–35
5474,technician,married,professional.course,no,unknown,no,telephone,7,no,0,0,56–65
36144,retired,married,university.degree,no,unknown,unknown,cellular,2,no,0,0,66+
2236,admin.,married,high.school,no,unknown,unknown,telephone,4,no,0,0,36–45
34826,retired,married,basic.6y,no,unknown,no,cellular,3,no,0,0,56–65
37513,retired,married,university.degree,no,yes,no,cellular,1,no,0,0,66+
19299,admin.,single,high.school,no,yes,no,cellular,1,no,0,0,36–45
34464,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
33024,technician,married,professional.course,no,unknown,no,cellular,2,no,0,0,36–45
30101,admin.,single,high.school,no,unknown,no,cellular,1,no,0,0,46–55
34112,housemaid,married,high.school,no,no,no,cellular,2,no,0,0,36–45
33433,technician,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
11407,blue-collar,married,basic.9y,unknown,no,no,telephone,23,no,0,0,36–45
16386,services,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
6445,blue-collar,divorced,basic.9y,unknown,unknown,no,telephone,1,no,0,0,36–45
1478,technician,divorced,unknown,no,no,yes,telephone,2,no,0,0,36–45
39697,self-employed,divorced,university.degree,no,unknown,no,cellular,3,yes,0,0,46–55
10835,retired,married,unknown,unknown,yes,no,telephone,1,no,0,0,56–65
20409,admin.,single,university.degree,no,unknown,yes,cellular,2,no,0,0,26–35
36547,admin.,single,university.degree,no,yes,no,cellular,3,no,0,0,46–55
39043,retired,married,high.school,no,unknown,no,cellular,1,yes,0,0,66+
10622,unknown,married,unknown,no,unknown,no,telephone,4,no,0,0,46–55
7019,self-employed,married,high.school,unknown,unknown,no,telephone,1,no,0,0,36–45
31880,admin.,married,high.school,no,unknown,unknown,cellular,1,no,0,0,26–35
11823,services,married,high.school,unknown,unknown,no,telephone,6,no,0,0,46–55
27350,services,single,high.school,unknown,unknown,yes,cellular,1,no,0,0,36–45
18133,management,single,high.school,no,unknown,no,cellular,4,no,0,0,36–45
34935,entrepreneur,divorced,unknown,no,yes,no,cellular,1,no,0,0,36–45
22115,blue-collar,married,high.school,unknown,unknown,no,cellular,1,no,0,0,46–55
36604,technician,single,professional.course,no,unknown,yes,cellular,1,no,0,0,46–55
27958,admin.,married,university.degree,no,unknown,yes,cellular,3,no,0,0,26–35
39892,student,single,high.school,no,unknown,unknown,cellular,2,yes,1,12,16–25
14205,blue-collar,married,basic.4y,unknown,yes,yes,cellular,3,no,0,0,46–55
35737,self-employed,single,basic.4y,no,no,yes,cellular,2,no,0,0,36–45
26860,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
25332,management,married,university.degree,no,unknown,no,telephone,3,no,0,0,46–55
31301,blue-collar,married,basic.9y,no,no,yes,cellular,2,no,0,0,36–45
2316,management,married,basic.9y,no,unknown,no,telephone,1,yes,0,0,36–45
23295,admin.,single,university.degree,no,unknown,no,cellular,5,no,0,0,56–65
6171,admin.,single,basic.6y,no,unknown,unknown,telephone,1,no,0,0,46–55
7878,self-employed,married,basic.4y,no,unknown,no,telephone,1,no,0,0,36–45
35846,technician,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
39049,services,married,basic.9y,no,unknown,no,cellular,1,yes,1,6,56–65
32,technician,married,unknown,no,unknown,no,telephone,1,no,0,0,56–65
4014,technician,single,professional.course,no,unknown,yes,telephone,2,no,0,0,36–45
33221,management,single,university.degree,no,unknown,no,cellular,12,no,0,0,36–45
14695,admin.,single,university.degree,no,unknown,no,cellular,5,no,0,0,26–35
28653,entrepreneur,divorced,unknown,no,unknown,yes,cellular,2,no,0,0,46–55
17232,admin.,married,basic.9y,no,unknown,no,cellular,7,no,0,0,56–65
28843,management,married,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
7094,unemployed,divorced,basic.9y,no,unknown,no,telephone,2,no,0,0,26–35
17405,technician,married,basic.9y,unknown,no,no,cellular,4,no,0,0,46–55
16554,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,36–45
1534,services,married,high.school,no,unknown,yes,telephone,4,no,0,0,36–45
36543,self-employed,married,university.degree,no,unknown,no,cellular,1,yes,1,3,36–45
16868,admin.,married,unknown,unknown,unknown,no,cellular,1,yes,0,0,46–55
8627,admin.,single,high.school,no,no,no,telephone,6,no,0,0,26–35
15858,services,married,high.school,no,yes,yes,cellular,1,no,0,0,36–45
17092,blue-collar,single,unknown,unknown,unknown,yes,cellular,11,no,0,0,46–55
20722,admin.,married,high.school,unknown,unknown,no,cellular,2,no,0,0,26–35
36097,technician,single,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
30243,retired,divorced,professional.course,no,yes,no,cellular,1,no,0,0,56–65
