Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status 
36999,75,retired,married,basic.4y,no,unknown,yes,cellular,2,999,no
40955,48,technician,married,professional.course,no,unknown,no,cellular,1,6,yes
6455,57,admin.,divorced,basic.9y,no,no,no,telephone,3,999,no
4082,33,admin.,married,university.degree,no,unknown,no,telephone,1,999,no
34507,57,admin.,married,basic.9y,no,no,no,cellular,1,999,yes
16369,21,blue-collar,married,basic.9y,no,unknown,yes,cellular,6,999,no
19563,46,technician,single,university.degree,no,no,no,cellular,2,999,no
19,50,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,999,no
40078,34,admin.,married,university.degree,no,yes,no,cellular,1,999,yes
7455,56,technician,married,basic.4y,unknown,unknown,no,telephone,1,999,no
38849,56,management,married,university.degree,no,yes,no,cellular,1,999,no
40804,31,technician,married,university.degree,no,unknown,unknown,cellular,1,3,yes
24877,48,admin.,married,unknown,unknown,unknown,no,cellular,2,999,no
34196,27,admin.,married,high.school,no,unknown,no,cellular,3,999,no
10953,55,management,single,basic.4y,no,yes,no,telephone,3,999,no
22556,29,admin.,married,university.degree,no,yes,no,cellular,2,999,no
20185,33,technician,single,high.school,no,yes,yes,cellular,2,999,no
26314,29,services,married,high.school,no,unknown,no,cellular,1,999,no
12386,59,retired,married,professional.course,unknown,unknown,yes,cellular,4,999,yes
28950,32,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no
16882,37,blue-collar,single,basic.9y,no,unknown,no,cellular,1,999,no
11298,28,blue-collar,married,basic.9y,no,unknown,no,telephone,1,999,no
40926,31,technician,single,professional.course,no,unknown,no,telephone,1,999,no
4308,38,technician,married,professional.course,no,no,no,telephone,1,999,no
33053,37,services,married,high.school,unknown,unknown,no,telephone,3,999,no
32000,53,blue-collar,married,basic.9y,no,unknown,no,telephone,2,999,no
27725,26,unknown,single,basic.9y,no,unknown,no,cellular,1,999,no
34810,32,admin.,married,university.degree,no,yes,unknown,telephone,5,999,no
25760,32,entrepreneur,married,high.school,no,unknown,no,telephone,2,999,no
2079,44,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,999,no
11797,27,unemployed,married,high.school,no,unknown,no,telephone,13,999,no
12075,28,blue-collar,married,high.school,no,unknown,no,telephone,1,999,no
18568,53,admin.,married,university.degree,no,unknown,no,cellular,33,999,no
28737,47,blue-collar,married,basic.9y,no,unknown,no,cellular,2,999,no
2392,37,services,married,high.school,no,no,no,telephone,2,999,no
2523,27,technician,single,professional.course,no,yes,no,telephone,1,999,no
14963,23,blue-collar,single,unknown,unknown,no,no,cellular,6,999,no
24246,54,admin.,married,basic.9y,no,no,no,cellular,1,999,no
7477,44,blue-collar,married,basic.4y,no,unknown,no,telephone,2,999,no
19576,37,admin.,married,university.degree,unknown,no,no,cellular,1,999,no
33416,35,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,999,no
27478,53,technician,married,professional.course,no,unknown,no,cellular,7,999,no
28820,24,blue-collar,married,professional.course,unknown,no,no,cellular,2,999,no
9051,36,services,married,high.school,no,yes,no,telephone,2,999,no
30634,31,services,married,high.school,unknown,unknown,no,telephone,3,999,no
1223,40,blue-collar,married,basic.9y,no,unknown,no,telephone,2,999,no
5903,54,retired,divorced,high.school,no,yes,no,telephone,4,999,no
27340,47,admin.,married,university.degree,no,no,no,cellular,1,999,no
11231,29,blue-collar,single,high.school,no,yes,no,telephone,3,999,yes
15750,45,admin.,married,university.degree,unknown,unknown,unknown,cellular,1,999,no
40570,34,admin.,married,university.degree,no,yes,no,cellular,2,999,no
2155,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,2,999,no
34709,42,technician,married,professional.course,no,yes,no,cellular,3,999,no
7260,35,blue-collar,married,basic.9y,unknown,unknown,no,telephone,3,999,no
25795,42,management,married,university.degree,no,yes,no,cellular,2,999,no
18683,26,blue-collar,married,basic.4y,unknown,unknown,no,cellular,3,999,no
26345,29,admin.,single,university.degree,no,yes,no,cellular,1,999,no
1804,32,admin.,married,high.school,no,no,no,telephone,1,999,no
8978,31,technician,single,university.degree,unknown,yes,no,telephone,2,999,yes
14215,30,technician,married,professional.course,no,unknown,no,cellular,2,999,no
28643,33,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no
26721,56,technician,married,professional.course,no,unknown,no,cellular,2,999,no
16497,24,services,single,basic.9y,no,unknown,no,telephone,4,999,no
13384,57,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no
21552,32,technician,married,university.degree,no,unknown,no,cellular,1,999,no
6031,34,services,married,high.school,no,unknown,no,telephone,1,999,no
6729,58,retired,divorced,university.degree,no,yes,no,telephone,2,999,no
24368,51,management,married,unknown,no,unknown,no,telephone,1,999,no
19530,33,technician,married,high.school,no,no,yes,cellular,2,999,yes
6142,50,services,single,high.school,unknown,no,no,telephone,1,999,no
30552,30,self-employed,married,university.degree,no,unknown,no,cellular,4,999,no
30578,28,technician,single,high.school,no,yes,unknown,cellular,3,999,no
206,35,student,single,university.degree,unknown,no,unknown,telephone,1,999,no
38266,55,technician,married,professional.course,no,no,no,cellular,1,999,no
2604,36,technician,married,unknown,no,unknown,no,telephone,2,999,no
30139,60,retired,divorced,professional.course,no,yes,no,cellular,1,5,yes
18015,56,retired,married,basic.6y,no,unknown,no,telephone,1,999,no
25441,38,admin.,divorced,university.degree,unknown,unknown,no,cellular,2,999,no
27659,50,admin.,divorced,university.degree,no,unknown,no,cellular,3,1,no
21655,34,technician,single,university.degree,no,unknown,no,cellular,3,999,no
959,38,blue-collar,single,basic.9y,unknown,unknown,no,telephone,2,999,no
5702,57,admin.,married,university.degree,unknown,yes,no,telephone,2,999,no
15924,46,management,married,university.degree,no,no,no,cellular,3,999,no
17390,58,retired,married,unknown,unknown,yes,no,telephone,1,999,no
35974,78,retired,married,high.school,no,yes,no,cellular,2,3,no
25089,50,admin.,married,high.school,no,no,no,telephone,4,999,no
37464,22,student,single,high.school,no,unknown,no,cellular,2,999,yes
31855,39,entrepreneur,married,basic.6y,no,no,no,cellular,1,999,no
2772,54,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,999,no
33463,37,technician,single,university.degree,no,unknown,no,cellular,2,999,no
17392,43,services,married,basic.6y,unknown,unknown,unknown,cellular,2,999,yes
18656,44,blue-collar,divorced,professional.course,no,unknown,no,cellular,31,999,no
22390,57,retired,married,high.school,no,unknown,unknown,cellular,6,999,no
30440,36,entrepreneur,married,university.degree,no,unknown,no,telephone,4,999,yes
16763,29,admin.,single,university.degree,no,yes,no,cellular,3,999,no
13318,37,blue-collar,married,basic.6y,unknown,no,no,cellular,1,999,no
10289,52,blue-collar,married,unknown,unknown,unknown,no,telephone,3,999,no
25741,35,housemaid,divorced,basic.9y,no,yes,no,cellular,1,999,no
8110,24,services,single,basic.9y,unknown,unknown,yes,telephone,2,999,no
25376,41,admin.,single,university.degree,no,unknown,no,cellular,5,999,no
2340,45,services,married,basic.9y,no,no,no,telephone,1,999,no
35558,21,blue-collar,single,basic.9y,no,unknown,unknown,cellular,1,999,no
9509,36,blue-collar,single,high.school,no,unknown,unknown,telephone,2,999,no
32393,39,blue-collar,married,basic.9y,unknown,unknown,no,cellular,4,999,no
26301,45,blue-collar,single,high.school,no,unknown,no,cellular,1,999,no
12402,35,admin.,single,university.degree,no,unknown,no,cellular,5,999,no
38299,36,admin.,married,university.degree,no,no,no,cellular,2,999,no
29035,55,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no
9333,56,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,999,no
37913,60,admin.,married,professional.course,no,unknown,yes,telephone,3,999,no
14365,38,services,single,basic.9y,no,unknown,unknown,cellular,4,999,no
24685,37,blue-collar,married,basic.6y,no,unknown,no,telephone,3,999,no
28356,46,services,married,high.school,no,yes,no,cellular,2,999,no
39401,35,admin.,divorced,high.school,no,yes,no,telephone,3,999,yes
20430,29,technician,single,professional.course,no,unknown,unknown,cellular,2,999,no
37828,59,admin.,single,university.degree,no,no,no,cellular,3,15,yes
37219,29,admin.,single,university.degree,no,no,no,cellular,2,999,yes
26744,34,blue-collar,married,basic.9y,no,yes,yes,telephone,4,999,no
13409,57,blue-collar,married,basic.4y,unknown,yes,no,cellular,4,999,no
12090,30,blue-collar,single,basic.6y,unknown,unknown,no,telephone,2,999,no
8067,38,admin.,single,university.degree,unknown,unknown,no,telephone,1,999,no
37026,26,unemployed,single,high.school,no,unknown,no,cellular,1,999,no
37187,79,retired,married,unknown,no,no,no,cellular,2,999,no
22451,30,admin.,single,high.school,no,unknown,no,cellular,1,999,no
39787,76,housemaid,married,basic.4y,no,unknown,no,cellular,1,999,yes
34895,30,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
21255,36,self-employed,married,high.school,unknown,yes,no,cellular,1,999,no
1477,57,blue-collar,divorced,professional.course,no,no,no,telephone,5,999,no
38804,52,technician,married,professional.course,no,unknown,no,cellular,5,999,no
5749,37,blue-collar,single,basic.9y,unknown,yes,no,telephone,2,999,no
9265,35,blue-collar,married,basic.9y,no,unknown,no,telephone,3,999,no
33004,35,blue-collar,single,basic.9y,unknown,yes,no,cellular,2,999,no
4732,37,technician,single,university.degree,no,unknown,unknown,telephone,2,999,no
13106,34,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no
31426,30,management,single,high.school,no,unknown,yes,cellular,2,999,no
7438,43,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,2,999,yes
33057,53,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,2,999,no
51,54,admin.,married,high.school,no,unknown,no,telephone,1,999,no
19985,29,admin.,single,university.degree,no,unknown,no,cellular,3,999,no
16641,46,admin.,divorced,high.school,no,no,yes,cellular,2,999,no
27262,45,self-employed,married,university.degree,no,unknown,no,cellular,5,999,no
40876,57,admin.,married,university.degree,no,unknown,unknown,cellular,2,3,yes
29980,19,student,single,unknown,no,yes,no,telephone,3,999,yes
20783,49,blue-collar,married,basic.4y,no,unknown,no,cellular,1,999,no
24781,56,admin.,married,high.school,unknown,unknown,no,cellular,1,999,no
30125,55,services,divorced,professional.course,no,yes,no,telephone,23,999,no
8183,37,blue-collar,married,basic.6y,unknown,no,unknown,telephone,4,999,no
21143,45,services,married,basic.6y,no,yes,yes,cellular,3,999,no
38446,22,student,single,high.school,no,no,no,cellular,3,6,yes
25349,29,admin.,divorced,high.school,no,yes,no,cellular,2,999,no
30703,33,admin.,married,high.school,unknown,yes,no,cellular,1,999,no
26545,39,technician,married,university.degree,no,unknown,yes,cellular,1,999,no
28043,32,technician,single,university.degree,no,yes,no,cellular,2,999,no
36900,40,management,married,university.degree,no,yes,no,cellular,3,999,yes
20502,43,admin.,divorced,university.degree,unknown,no,no,cellular,2,999,no
21789,48,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,999,no
9219,52,entrepreneur,married,university.degree,unknown,unknown,yes,telephone,3,999,no
1211,35,blue-collar,married,basic.9y,no,unknown,no,telephone,1,999,no
14609,56,management,married,basic.4y,unknown,unknown,no,cellular,2,999,no
27946,34,technician,single,university.degree,no,no,no,cellular,2,999,yes
10978,41,services,married,high.school,no,unknown,unknown,telephone,1,999,yes
19583,34,technician,married,high.school,no,unknown,no,cellular,5,999,no
35824,55,admin.,married,university.degree,no,unknown,no,cellular,2,999,no
4225,54,technician,divorced,professional.course,no,unknown,no,telephone,1,999,no
37659,37,admin.,married,university.degree,no,yes,no,cellular,1,999,yes
18259,48,services,married,professional.course,unknown,unknown,yes,cellular,3,999,no
12632,31,admin.,married,high.school,no,unknown,unknown,cellular,1,999,no
38215,48,management,married,university.degree,no,unknown,no,cellular,1,999,no
9013,43,admin.,married,professional.course,no,yes,unknown,telephone,2,999,no
4829,58,management,single,professional.course,no,no,no,telephone,1,999,no
5028,37,services,married,high.school,no,unknown,unknown,telephone,3,999,yes
33503,41,blue-collar,married,basic.6y,no,unknown,no,cellular,4,999,yes
31169,31,blue-collar,married,basic.6y,unknown,no,no,cellular,1,999,no
20194,36,housemaid,married,basic.6y,no,no,no,cellular,3,999,no
15994,42,admin.,single,university.degree,no,unknown,no,cellular,4,999,no
6452,38,technician,single,professional.course,unknown,unknown,no,telephone,3,999,no
9361,38,management,married,university.degree,no,no,no,telephone,3,999,no
27555,48,admin.,married,university.degree,no,no,no,cellular,4,999,no
11141,52,management,divorced,university.degree,no,unknown,no,telephone,1,999,no
23895,37,admin.,married,university.degree,no,unknown,no,telephone,1,999,no
21111,32,technician,married,professional.course,no,unknown,no,cellular,5,999,no
34461,35,blue-collar,married,basic.6y,no,unknown,no,cellular,1,999,no
11871,40,admin.,married,university.degree,no,unknown,no,telephone,5,999,no
13647,25,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no
13252,26,blue-collar,married,basic.9y,no,no,no,cellular,1,999,no
31641,52,entrepreneur,married,high.school,no,yes,no,cellular,1,999,no
1224,30,housemaid,married,high.school,unknown,unknown,no,telephone,1,999,no
38817,31,admin.,single,high.school,no,unknown,no,cellular,4,999,no
3626,37,technician,single,university.degree,no,unknown,no,telephone,1,999,no
38576,55,retired,married,high.school,no,unknown,no,cellular,2,7,yes
33371,42,blue-collar,married,basic.4y,no,unknown,no,cellular,1,999,no
36800,41,admin.,single,university.degree,no,unknown,unknown,cellular,1,999,yes
9786,26,blue-collar,married,high.school,no,unknown,no,telephone,12,999,no
3361,27,unemployed,married,basic.9y,no,unknown,no,telephone,14,999,no
24093,27,student,single,university.degree,no,yes,no,telephone,1,999,no
10734,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,2,999,no
15366,52,retired,married,basic.4y,unknown,unknown,unknown,cellular,1,999,no
32147,39,blue-collar,divorced,basic.9y,no,unknown,no,cellular,1,999,no
18667,54,admin.,married,university.degree,no,no,no,cellular,5,999,no
23032,59,management,married,university.degree,no,yes,no,cellular,10,999,no
16911,43,admin.,married,university.degree,no,unknown,no,cellular,4,999,no
11202,41,admin.,divorced,high.school,no,unknown,unknown,telephone,1,999,no
40848,40,admin.,divorced,high.school,no,unknown,yes,telephone,1,999,no
30335,73,retired,married,university.degree,no,unknown,no,cellular,1,999,no
28535,23,student,single,basic.4y,no,unknown,unknown,cellular,4,999,no
16147,49,blue-collar,married,basic.9y,unknown,no,no,cellular,2,999,no
14306,43,admin.,married,high.school,no,unknown,no,cellular,3,999,no
983,45,entrepreneur,single,university.degree,no,unknown,unknown,telephone,3,999,no
5024,34,blue-collar,married,basic.6y,no,unknown,no,telephone,8,999,no
8728,54,admin.,married,university.degree,unknown,unknown,no,telephone,10,999,no
36667,24,admin.,single,university.degree,no,no,unknown,cellular,2,999,yes
4753,35,technician,single,university.degree,no,yes,no,telephone,1,999,yes
40749,82,retired,divorced,basic.4y,no,yes,no,cellular,2,999,yes
31839,27,services,single,high.school,no,unknown,no,cellular,1,999,no
30859,31,unemployed,single,university.degree,no,unknown,no,cellular,9,999,no
27412,33,self-employed,married,university.degree,no,unknown,unknown,cellular,2,999,no
36718,31,management,married,university.degree,no,no,no,telephone,2,999,no
19948,32,admin.,married,university.degree,no,unknown,no,cellular,3,999,no
8261,37,services,married,high.school,no,no,unknown,telephone,3,999,no
31425,51,blue-collar,married,basic.9y,no,yes,no,telephone,2,999,no
8396,29,admin.,married,high.school,no,no,no,telephone,1,999,no
21850,56,technician,married,professional.course,unknown,yes,no,cellular,1,999,no
29952,34,self-employed,single,university.degree,no,yes,no,cellular,2,999,no
31113,54,technician,divorced,university.degree,no,unknown,no,cellular,1,999,no
19741,33,self-employed,married,university.degree,no,unknown,no,cellular,7,999,no
21243,33,unemployed,divorced,professional.course,no,unknown,unknown,telephone,1,999,no
29594,34,technician,married,basic.9y,no,unknown,no,cellular,1,999,no
15094,34,technician,single,professional.course,no,yes,no,cellular,1,999,no
30930,30,management,single,university.degree,no,no,yes,cellular,1,999,no
10442,57,services,divorced,high.school,no,unknown,no,telephone,1,999,no
17550,43,blue-collar,married,basic.9y,no,unknown,no,cellular,7,999,no
4672,36,services,married,high.school,no,unknown,no,telephone,1,999,no
10811,42,housemaid,married,unknown,unknown,unknown,no,telephone,5,999,no
10971,52,services,single,high.school,no,unknown,no,telephone,1,999,no
16434,36,blue-collar,married,high.school,no,unknown,yes,cellular,1,999,no
37302,19,student,single,basic.9y,no,unknown,no,cellular,1,3,no
23550,37,admin.,single,university.degree,no,no,no,cellular,1,999,no
14243,31,management,married,university.degree,no,yes,no,cellular,4,999,no
35250,41,blue-collar,married,high.school,no,unknown,no,cellular,3,999,no
31699,36,technician,single,high.school,no,unknown,unknown,cellular,1,999,no
40110,62,technician,married,unknown,no,yes,no,cellular,1,999,yes
27948,34,technician,single,university.degree,no,unknown,no,cellular,2,999,no
23056,55,technician,divorced,professional.course,unknown,unknown,no,cellular,1,999,no
39698,28,student,single,high.school,no,unknown,yes,cellular,1,3,yes
9587,35,technician,married,professional.course,no,yes,yes,telephone,4,999,no
8412,31,technician,single,professional.course,no,no,no,telephone,5,999,no
31097,48,blue-collar,married,basic.6y,unknown,unknown,no,cellular,11,999,no
14920,30,blue-collar,married,basic.6y,no,unknown,yes,cellular,2,999,yes
33588,33,blue-collar,married,basic.6y,no,unknown,no,cellular,2,999,no
2861,41,management,married,university.degree,unknown,unknown,no,telephone,8,999,no
27228,55,entrepreneur,married,university.degree,no,unknown,unknown,cellular,1,999,no
4324,36,blue-collar,married,basic.9y,no,unknown,no,telephone,1,999,no
12322,30,admin.,single,high.school,no,unknown,no,telephone,1,999,no
40654,44,management,married,university.degree,no,no,no,cellular,1,3,yes
40482,70,technician,married,unknown,no,no,no,cellular,1,999,yes
5862,31,admin.,divorced,high.school,no,unknown,no,telephone,3,999,no
29731,37,blue-collar,single,basic.4y,no,unknown,no,cellular,3,999,no
12246,58,technician,married,university.degree,no,no,no,telephone,1,999,no
28557,53,retired,married,high.school,no,unknown,no,telephone,1,999,no
30992,34,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no
32296,34,blue-collar,single,high.school,no,unknown,no,cellular,1,999,no
9750,35,admin.,married,basic.9y,no,unknown,yes,telephone,3,999,no
9339,41,blue-collar,married,basic.9y,no,unknown,no,telephone,1,999,yes
26933,35,blue-collar,divorced,basic.4y,no,unknown,no,cellular,4,999,no
13892,43,blue-collar,divorced,basic.4y,no,yes,no,cellular,2,999,no
19921,46,services,married,basic.6y,no,unknown,no,cellular,5,999,no
37237,48,entrepreneur,married,university.degree,no,unknown,yes,cellular,2,4,yes
7661,27,services,single,high.school,no,yes,unknown,telephone,2,999,no
2631,42,blue-collar,single,basic.9y,no,unknown,unknown,telephone,5,999,no
18992,45,services,married,high.school,unknown,yes,unknown,cellular,2,999,no
14499,37,blue-collar,married,basic.4y,no,yes,no,cellular,3,999,no
5949,45,services,divorced,unknown,no,unknown,no,telephone,5,999,yes
40538,27,admin.,single,high.school,no,unknown,unknown,telephone,1,999,no
10350,53,unknown,married,high.school,unknown,yes,no,telephone,1,999,no
8952,60,retired,married,professional.course,no,yes,no,telephone,2,999,no
12812,38,services,single,high.school,unknown,unknown,no,cellular,1,999,no
37881,38,admin.,married,high.school,no,yes,no,cellular,1,6,yes
22270,49,admin.,unknown,university.degree,no,unknown,no,cellular,1,999,yes
15205,25,admin.,single,university.degree,no,yes,no,cellular,5,999,no
36334,43,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,yes
11007,29,blue-collar,married,unknown,unknown,unknown,no,telephone,2,999,no
5151,47,management,divorced,university.degree,no,no,no,telephone,1,999,no
22136,53,admin.,married,university.degree,no,unknown,no,cellular,1,999,no
26727,43,technician,married,professional.course,no,yes,yes,cellular,1,999,no
26697,31,blue-collar,single,high.school,no,unknown,unknown,cellular,2,999,no
9259,46,technician,divorced,university.degree,no,unknown,no,telephone,3,999,no
36527,38,technician,married,university.degree,no,unknown,no,cellular,1,999,yes
1990,49,blue-collar,married,professional.course,unknown,unknown,no,telephone,6,999,no
31150,44,blue-collar,married,basic.6y,no,yes,no,cellular,1,999,no
21654,41,admin.,divorced,university.degree,no,unknown,no,cellular,3,999,no
13213,40,admin.,married,professional.course,no,no,no,cellular,1,999,no
14827,47,blue-collar,single,basic.9y,unknown,unknown,no,cellular,1,999,no
13024,36,admin.,married,university.degree,no,unknown,no,cellular,3,999,no
31540,32,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no
2440,48,management,married,university.degree,unknown,unknown,no,telephone,1,999,no
26848,41,services,single,basic.9y,no,yes,no,cellular,2,999,no
20462,34,technician,single,university.degree,no,yes,no,cellular,2,999,no
2419,45,technician,married,university.degree,unknown,unknown,unknown,telephone,1,999,no
32661,32,technician,single,professional.course,no,yes,no,cellular,1,999,no
8173,26,technician,single,university.degree,no,unknown,no,telephone,3,999,yes
22179,50,blue-collar,married,basic.4y,no,yes,no,cellular,2,999,no
11410,31,admin.,single,university.degree,no,unknown,no,telephone,3,999,no
3935,32,management,single,high.school,no,unknown,no,telephone,2,999,no
14644,30,services,single,high.school,no,unknown,no,cellular,4,999,no
37393,26,student,single,basic.9y,no,unknown,unknown,telephone,1,999,no
24157,41,blue-collar,married,basic.9y,unknown,yes,no,cellular,1,999,no
18424,33,services,married,professional.course,no,unknown,yes,cellular,7,999,no
18745,54,admin.,married,university.degree,unknown,yes,unknown,cellular,5,999,no
10732,38,admin.,married,university.degree,no,unknown,no,telephone,2,999,no
21664,35,technician,married,professional.course,no,unknown,yes,cellular,1,999,no
40241,42,unknown,single,university.degree,no,unknown,no,cellular,6,999,yes
18349,47,admin.,married,basic.9y,no,yes,yes,telephone,4,999,no
8658,40,blue-collar,married,basic.4y,no,unknown,no,telephone,1,999,no
5016,50,blue-collar,divorced,high.school,no,unknown,no,telephone,6,999,no
17685,53,retired,divorced,university.degree,no,unknown,no,cellular,4,999,no
28066,32,blue-collar,married,basic.9y,no,unknown,unknown,telephone,3,999,no
23054,36,technician,married,professional.course,no,yes,no,cellular,1,999,no
8800,50,housemaid,married,unknown,no,yes,no,telephone,1,999,no
20360,52,housemaid,married,basic.6y,no,yes,no,cellular,1,999,no
25232,57,admin.,married,university.degree,no,unknown,yes,cellular,2,999,no
35925,55,unemployed,married,basic.9y,no,unknown,yes,cellular,1,999,yes
2453,45,technician,single,professional.course,no,unknown,no,telephone,2,999,no
7399,52,blue-collar,single,unknown,unknown,unknown,no,telephone,3,999,no
11480,50,services,divorced,professional.course,no,unknown,no,telephone,1,999,no
37704,40,admin.,divorced,high.school,no,unknown,no,cellular,2,999,no
23321,54,technician,married,professional.course,unknown,unknown,no,cellular,1,999,no
39402,27,student,single,unknown,no,unknown,no,cellular,1,999,no
3365,38,blue-collar,married,basic.6y,unknown,unknown,no,telephone,3,999,no
30203,38,admin.,married,high.school,no,unknown,yes,cellular,1,999,yes
32379,29,blue-collar,single,basic.4y,unknown,yes,no,cellular,1,999,no
37691,74,retired,married,university.degree,no,unknown,yes,cellular,3,999,yes
39891,78,retired,divorced,unknown,no,unknown,no,cellular,4,999,yes
37116,58,management,married,university.degree,no,no,no,cellular,6,999,no
13290,50,admin.,single,high.school,no,unknown,no,cellular,2,999,no
28947,42,blue-collar,married,basic.4y,no,unknown,no,cellular,1,999,no
27144,34,entrepreneur,married,high.school,no,no,yes,cellular,1,999,no
5065,54,management,married,basic.4y,no,unknown,no,telephone,1,999,no
26234,36,admin.,married,university.degree,no,no,no,telephone,2,999,no
2047,36,unemployed,married,unknown,unknown,unknown,unknown,telephone,2,999,no
15908,37,admin.,married,high.school,no,no,no,cellular,3,999,no
16362,25,blue-collar,single,basic.9y,unknown,unknown,no,cellular,2,999,no
6328,46,unknown,married,basic.4y,unknown,unknown,no,telephone,2,999,no
37536,43,unemployed,married,high.school,no,no,unknown,cellular,4,3,no
8090,47,technician,divorced,high.school,no,yes,no,telephone,2,999,no
23837,59,retired,married,university.degree,no,unknown,no,cellular,1,999,no
6124,29,admin.,single,university.degree,no,unknown,no,telephone,2,999,no
29855,39,admin.,single,high.school,no,unknown,no,cellular,2,999,no
37869,73,retired,married,university.degree,no,unknown,no,telephone,4,999,no
9624,35,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,1,999,no
4117,24,services,single,high.school,no,no,no,telephone,2,999,no
41023,23,student,single,high.school,no,unknown,yes,cellular,1,3,yes
21416,31,technician,single,professional.course,no,unknown,no,cellular,1,999,no
17821,47,services,married,basic.6y,no,unknown,no,cellular,2,999,no
27072,44,management,single,university.degree,unknown,yes,yes,cellular,3,999,no
28969,25,admin.,single,high.school,no,no,no,cellular,2,999,no
17928,38,services,single,high.school,unknown,yes,unknown,cellular,3,999,no
37124,36,admin.,single,high.school,no,yes,no,cellular,1,999,no
7384,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,1,999,no
13443,47,admin.,married,university.degree,no,no,no,telephone,1,999,no
35412,30,admin.,divorced,university.degree,no,unknown,no,cellular,4,999,yes
21270,30,technician,single,professional.course,unknown,yes,yes,cellular,2,999,no
10004,45,blue-collar,married,basic.9y,unknown,unknown,no,telephone,3,999,no
30648,29,admin.,single,university.degree,no,unknown,no,cellular,8,999,no
28314,27,technician,single,basic.9y,no,unknown,no,cellular,3,999,no
18474,53,technician,married,professional.course,no,yes,no,telephone,1,999,no
15846,23,services,single,high.school,no,unknown,yes,cellular,2,999,no
21507,46,blue-collar,married,basic.6y,unknown,unknown,yes,cellular,1,999,no
6016,35,entrepreneur,married,high.school,no,unknown,no,telephone,4,999,no
21107,31,management,married,university.degree,no,yes,no,cellular,5,999,no
6648,27,blue-collar,single,basic.4y,unknown,unknown,yes,telephone,2,999,no
27349,31,admin.,single,high.school,no,unknown,yes,cellular,1,999,no
12400,27,blue-collar,married,basic.9y,unknown,yes,yes,cellular,3,999,no
19975,38,technician,married,professional.course,no,unknown,no,cellular,1,999,yes
5177,51,management,married,university.degree,no,unknown,no,telephone,1,999,no
17402,30,admin.,married,high.school,no,no,no,cellular,1,999,no
13978,38,blue-collar,divorced,basic.9y,no,no,no,cellular,2,999,yes
6591,47,blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,999,no
36367,52,services,divorced,basic.4y,no,unknown,no,cellular,1,999,no
30881,39,blue-collar,married,basic.6y,unknown,no,no,cellular,1,999,no
35570,44,unemployed,married,basic.9y,no,unknown,no,telephone,4,999,no
35679,57,retired,divorced,university.degree,no,no,unknown,cellular,6,999,no
10141,33,management,single,university.degree,no,unknown,unknown,telephone,3,999,no
32667,40,blue-collar,married,basic.4y,no,no,no,cellular,7,999,no
39147,27,unknown,single,university.degree,no,no,no,cellular,1,999,no
12696,31,services,single,high.school,no,unknown,no,cellular,1,999,no
9603,46,admin.,single,university.degree,unknown,unknown,no,telephone,1,999,no
12920,36,blue-collar,married,basic.4y,unknown,yes,yes,cellular,1,999,no
3976,41,management,married,university.degree,no,unknown,no,telephone,2,999,no
1120,35,admin.,married,university.degree,no,no,no,telephone,3,999,no
38653,28,self-employed,married,professional.course,no,yes,no,cellular,1,999,yes
23734,50,admin.,married,basic.9y,no,yes,no,cellular,5,999,no
29771,50,entrepreneur,married,high.school,no,unknown,no,cellular,1,999,no
32664,45,technician,unknown,basic.6y,no,unknown,no,cellular,1,999,no
9180,55,services,married,high.school,unknown,unknown,unknown,telephone,1,999,no
4863,46,admin.,divorced,university.degree,no,yes,unknown,telephone,4,999,no
23991,59,retired,married,unknown,no,yes,yes,cellular,2,999,no
10149,34,technician,married,professional.course,no,unknown,no,telephone,1,999,no
27804,29,self-employed,married,university.degree,no,unknown,no,cellular,4,999,yes
29029,35,services,married,high.school,no,unknown,no,cellular,1,999,no
16026,41,services,divorced,high.school,no,yes,no,cellular,5,999,no
40005,26,admin.,married,high.school,no,yes,yes,cellular,2,999,yes
36425,30,admin.,single,university.degree,no,no,no,cellular,2,999,yes
