Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
13050,38,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,999,no,0,0,36–45
16075,33,technician,single,professional.course,no,no,no,cellular,1,999,no,0,0,26–35
32382,37,services,single,professional.course,no,yes,unknown,cellular,1,999,no,0,0,36–45
38479,26,admin.,married,high.school,no,yes,no,cellular,1,999,yes,0,0,26–35
30692,37,admin.,divorced,high.school,no,unknown,yes,cellular,1,999,no,0,0,36–45
11444,47,blue-collar,divorced,basic.4y,no,unknown,no,telephone,1,999,no,0,0,46–55
28494,30,admin.,single,university.degree,no,unknown,yes,cellular,1,999,no,0,0,26–35
34583,28,management,single,basic.9y,no,unknown,no,telephone,1,999,no,0,0,26–35
32761,34,technician,married,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
4586,32,admin.,single,high.school,no,no,no,telephone,2,999,no,0,0,26–35
40088,33,unemployed,married,university.degree,no,yes,unknown,telephone,1,999,no,0,0,26–35
32847,29,admin.,single,basic.9y,no,unknown,no,cellular,4,999,no,0,0,26–35
35360,23,blue-collar,single,basic.4y,no,yes,no,cellular,8,999,no,0,0,1–25
14588,30,services,single,high.school,no,unknown,yes,cellular,4,999,no,0,0,26–35
23404,29,admin.,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
4418,37,services,married,high.school,no,unknown,unknown,telephone,1,999,no,0,0,36–45
14419,28,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,4,999,no,0,0,26–35
8966,34,admin.,single,university.degree,no,unknown,no,telephone,1,999,no,0,0,26–35
12742,50,entrepreneur,married,unknown,unknown,unknown,yes,cellular,1,999,no,0,0,46–55
31982,44,blue-collar,divorced,basic.6y,unknown,unknown,no,cellular,3,999,yes,0,0,36–45
21019,58,admin.,married,university.degree,no,yes,no,telephone,1,999,no,0,0,56–65
28728,27,admin.,single,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
19192,48,technician,divorced,professional.course,no,unknown,no,cellular,3,999,no,0,0,46–55
31986,49,blue-collar,married,basic.9y,no,no,no,cellular,2,999,no,0,0,46–55
10559,42,services,married,high.school,unknown,no,yes,telephone,3,999,no,0,0,36–45
19924,51,admin.,married,university.degree,no,yes,no,cellular,1,999,no,0,0,46–55
10512,50,admin.,married,high.school,no,unknown,no,telephone,1,999,no,0,0,46–55
23045,49,blue-collar,married,basic.4y,unknown,unknown,yes,cellular,5,999,no,0,0,46–55
19437,31,technician,single,university.degree,no,unknown,yes,cellular,2,999,no,0,0,26–35
28246,44,services,divorced,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
12716,25,admin.,single,high.school,unknown,unknown,no,cellular,1,999,no,0,0,26–35
38696,29,housemaid,single,university.degree,no,unknown,yes,telephone,1,999,yes,0,0,26–35
16320,37,self-employed,divorced,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
36962,43,technician,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,36–45
14025,28,housemaid,married,high.school,no,unknown,no,cellular,2,999,no,0,0,26–35
19216,32,technician,married,professional.course,no,no,no,cellular,1,999,no,0,0,26–35
26318,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,999,yes,0,0,36–45
27559,30,admin.,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
16218,51,housemaid,married,basic.9y,no,unknown,no,cellular,1,999,no,0,0,46–55
31623,31,admin.,married,university.degree,no,unknown,yes,cellular,2,999,no,0,0,26–35
23080,55,technician,divorced,university.degree,no,no,no,cellular,1,999,no,0,0,56–65
18632,54,blue-collar,married,basic.9y,no,yes,no,telephone,1,999,no,0,0,46–55
10102,44,admin.,married,university.degree,no,unknown,no,telephone,1,999,no,0,0,36–45
11914,33,services,divorced,high.school,no,unknown,no,telephone,4,999,no,0,0,26–35
1136,54,blue-collar,married,basic.9y,no,unknown,unknown,telephone,2,999,no,0,0,46–55
30072,29,student,single,high.school,no,no,no,cellular,1,999,no,0,0,26–35
34066,38,blue-collar,married,basic.9y,no,yes,no,cellular,5,999,yes,0,0,36–45
38767,40,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,36–45
24042,49,admin.,single,university.degree,no,yes,no,telephone,1,999,no,0,0,46–55
4715,34,services,married,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
13847,37,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no,0,0,36–45
12416,42,technician,married,professional.course,unknown,no,no,cellular,3,999,no,0,0,36–45
24267,45,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,46–55
8789,24,admin.,single,high.school,no,unknown,unknown,telephone,1,999,no,0,0,1–25
19085,40,technician,married,professional.course,no,unknown,no,cellular,1,999,no,0,0,36–45
9935,42,services,married,high.school,no,unknown,no,telephone,4,999,no,0,0,36–45
31784,23,student,single,basic.9y,no,yes,yes,cellular,7,999,no,0,0,1–25
37587,70,retired,married,professional.course,no,unknown,no,cellular,3,999,no,0,0,66+
7483,27,services,single,high.school,no,no,no,telephone,2,999,no,0,0,26–35
11753,42,entrepreneur,married,professional.course,no,yes,no,telephone,5,999,yes,0,0,36–45
41163,60,blue-collar,married,basic.4y,no,unknown,no,cellular,2,4,no,1,4,56–65
15777,22,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,999,yes,0,0,1–25
26726,40,management,married,unknown,no,unknown,no,cellular,1,999,no,0,0,36–45
14067,25,blue-collar,single,basic.9y,no,yes,no,cellular,3,999,no,0,0,26–35
33154,31,blue-collar,single,basic.9y,no,unknown,no,cellular,5,999,no,0,0,26–35
8093,43,services,married,high.school,unknown,unknown,no,telephone,2,999,no,0,0,36–45
8252,49,blue-collar,married,basic.4y,unknown,yes,yes,telephone,5,999,no,0,0,46–55
6307,34,technician,married,professional.course,no,unknown,no,telephone,3,999,no,0,0,26–35
1949,41,blue-collar,married,basic.4y,no,unknown,no,telephone,2,999,no,0,0,36–45
34724,34,services,married,high.school,no,unknown,no,cellular,6,999,no,0,0,26–35
5448,39,blue-collar,divorced,basic.9y,no,unknown,no,telephone,3,999,no,0,0,36–45
29342,53,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no,0,0,46–55
2459,28,admin.,married,university.degree,no,unknown,unknown,telephone,2,999,no,0,0,26–35
40253,29,admin.,married,university.degree,no,no,no,telephone,1,999,no,0,0,26–35
22995,34,technician,married,high.school,no,yes,no,cellular,3,999,no,0,0,26–35
38835,19,student,single,unknown,no,unknown,no,cellular,2,3,no,1,3,1–25
21694,44,management,married,university.degree,no,unknown,no,cellular,4,999,no,0,0,36–45
33203,36,admin.,single,university.degree,no,unknown,no,cellular,3,999,no,0,0,36–45
37430,28,admin.,single,university.degree,no,no,no,cellular,1,999,no,0,0,26–35
22599,29,technician,single,professional.course,no,no,no,cellular,1,999,no,0,0,26–35
9464,58,retired,married,basic.9y,no,unknown,no,telephone,2,999,no,0,0,56–65
24560,39,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no,0,0,36–45
30382,46,admin.,married,basic.6y,no,unknown,no,cellular,1,999,no,0,0,46–55
1734,34,admin.,married,university.degree,no,unknown,no,telephone,2,999,no,0,0,26–35
30175,48,entrepreneur,married,university.degree,no,yes,no,cellular,1,999,yes,0,0,46–55
35020,26,self-employed,single,university.degree,no,unknown,no,cellular,3,999,no,0,0,26–35
22624,59,admin.,married,university.degree,no,unknown,unknown,cellular,5,999,no,0,0,56–65
37578,38,self-employed,divorced,high.school,no,no,no,cellular,3,999,yes,0,0,36–45
21813,40,admin.,married,high.school,no,unknown,yes,cellular,4,999,no,0,0,36–45
40467,26,student,single,high.school,no,yes,no,cellular,1,14,yes,1,14,26–35
10207,36,admin.,single,university.degree,no,unknown,no,telephone,2,999,no,0,0,36–45
17104,32,blue-collar,married,professional.course,no,unknown,no,telephone,1,999,no,0,0,26–35
9044,34,admin.,single,university.degree,unknown,no,no,telephone,16,999,no,0,0,26–35
18657,39,technician,married,professional.course,no,unknown,no,cellular,5,999,no,0,0,36–45
18531,36,entrepreneur,married,university.degree,unknown,yes,unknown,cellular,13,999,no,0,0,36–45
17566,41,services,married,high.school,unknown,no,yes,telephone,11,999,no,0,0,36–45
13720,46,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,1,999,no,0,0,46–55
6237,44,blue-collar,married,professional.course,no,no,no,telephone,1,999,no,0,0,36–45
26969,41,services,single,basic.9y,no,no,no,cellular,5,999,no,0,0,36–45
25478,38,admin.,single,university.degree,no,yes,no,cellular,1,999,no,0,0,36–45
1544,42,admin.,married,university.degree,no,unknown,no,telephone,3,999,no,0,0,36–45
32896,28,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,1,999,no,0,0,26–35
611,46,blue-collar,married,basic.6y,no,yes,unknown,telephone,2,999,no,0,0,46–55
7947,54,management,married,university.degree,unknown,no,yes,telephone,4,999,no,0,0,46–55
5724,58,admin.,married,high.school,no,yes,no,telephone,3,999,no,0,0,56–65
6519,47,admin.,married,high.school,no,unknown,yes,telephone,1,999,no,0,0,46–55
5352,37,admin.,single,high.school,no,yes,yes,telephone,2,999,no,0,0,36–45
41145,35,admin.,single,professional.course,no,unknown,no,cellular,3,999,no,0,0,36–45
31288,59,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,56–65
644,54,retired,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,46–55
2162,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,4,999,no,0,0,36–45
3206,59,admin.,married,high.school,no,unknown,no,telephone,1,999,no,0,0,56–65
32750,36,services,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,36–45
20704,57,admin.,married,university.degree,no,unknown,no,cellular,6,999,no,0,0,56–65
7859,40,management,married,university.degree,no,unknown,unknown,telephone,2,999,no,0,0,36–45
5334,28,blue-collar,married,basic.9y,no,unknown,yes,telephone,2,999,no,0,0,26–35
13554,34,blue-collar,divorced,basic.9y,no,yes,no,cellular,1,999,no,0,0,26–35
39155,38,blue-collar,single,high.school,no,no,no,cellular,1,999,yes,0,0,36–45
21457,29,management,single,university.degree,no,no,no,cellular,1,999,no,0,0,26–35
13133,40,technician,married,professional.course,no,yes,yes,cellular,1,999,no,0,0,36–45
2322,35,services,single,high.school,no,no,yes,telephone,1,999,no,0,0,36–45
6546,31,services,married,high.school,no,yes,unknown,telephone,5,999,no,0,0,26–35
27134,43,management,single,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
40222,37,unemployed,single,university.degree,no,unknown,yes,cellular,1,5,yes,1,5,36–45
5089,55,housemaid,married,basic.4y,no,no,no,telephone,1,999,no,0,0,56–65
6271,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,8,999,no,0,0,36–45
12544,29,technician,married,professional.course,no,yes,no,cellular,1,999,no,0,0,26–35
35840,35,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
16111,36,admin.,married,university.degree,unknown,unknown,no,cellular,3,999,no,0,0,36–45
28411,35,services,married,high.school,no,unknown,no,cellular,2,999,no,0,0,36–45
35041,30,management,single,university.degree,no,unknown,no,cellular,1,999,yes,0,0,26–35
20328,54,blue-collar,married,basic.4y,no,unknown,unknown,cellular,6,999,no,0,0,46–55
33631,33,blue-collar,single,university.degree,no,yes,unknown,cellular,4,999,no,0,0,26–35
38534,24,technician,single,university.degree,no,no,no,cellular,1,999,no,0,0,1–25
8402,42,blue-collar,divorced,basic.4y,no,unknown,no,telephone,3,999,no,0,0,36–45
16098,24,blue-collar,single,basic.6y,no,unknown,no,cellular,1,999,no,0,0,1–25
31836,43,self-employed,married,professional.course,no,yes,no,cellular,2,999,no,0,0,36–45
16745,49,services,married,high.school,no,unknown,no,cellular,4,999,no,0,0,46–55
34444,27,blue-collar,married,basic.9y,no,unknown,no,cellular,2,999,no,0,0,26–35
25636,53,blue-collar,single,basic.4y,no,no,no,cellular,2,999,no,0,0,46–55
19295,31,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
22257,51,admin.,married,university.degree,no,yes,no,cellular,2,999,no,0,0,46–55
22727,46,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,yes,0,0,46–55
2200,31,services,single,high.school,no,unknown,unknown,telephone,6,999,no,0,0,26–35
32389,51,management,married,university.degree,no,no,no,cellular,1,999,no,0,0,46–55
7088,36,admin.,married,high.school,no,no,no,telephone,3,999,no,0,0,36–45
24460,46,admin.,married,university.degree,unknown,no,no,cellular,1,999,no,0,0,46–55
4140,52,management,married,basic.4y,unknown,unknown,no,telephone,35,999,no,0,0,46–55
11698,52,technician,married,university.degree,unknown,unknown,no,telephone,3,999,no,0,0,46–55
13450,28,technician,single,university.degree,no,yes,no,cellular,2,999,no,0,0,26–35
10506,59,retired,single,high.school,no,unknown,no,telephone,1,999,no,0,0,56–65
12748,26,blue-collar,single,basic.9y,no,unknown,no,cellular,1,999,no,0,0,26–35
39836,28,services,married,high.school,no,no,yes,cellular,2,6,yes,1,6,26–35
7945,34,blue-collar,married,high.school,no,yes,no,telephone,3,999,no,0,0,26–35
40663,27,student,divorced,unknown,no,unknown,no,telephone,1,999,no,0,0,26–35
36180,35,blue-collar,single,basic.9y,no,yes,no,cellular,2,999,no,0,0,36–45
28559,35,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
28791,29,admin.,single,high.school,no,unknown,yes,cellular,3,9,no,1,9,26–35
22515,40,technician,single,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
1070,56,retired,married,basic.4y,no,no,no,telephone,2,999,no,0,0,56–65
17907,56,retired,married,basic.6y,no,unknown,no,cellular,1,999,no,0,0,56–65
34416,26,blue-collar,single,basic.9y,no,unknown,no,cellular,1,999,no,0,0,26–35
35102,27,services,single,high.school,no,unknown,no,cellular,6,999,no,0,0,26–35
35267,26,blue-collar,married,basic.9y,unknown,yes,no,cellular,8,999,no,0,0,26–35
18567,28,admin.,single,university.degree,no,unknown,no,cellular,3,999,no,0,0,26–35
34031,40,blue-collar,single,basic.9y,no,unknown,no,cellular,3,999,no,0,0,36–45
13103,34,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no,0,0,26–35
13741,38,blue-collar,married,basic.6y,unknown,yes,no,cellular,1,999,no,0,0,36–45
35930,37,blue-collar,single,professional.course,no,no,no,cellular,1,999,no,0,0,36–45
34313,39,blue-collar,divorced,basic.9y,unknown,unknown,unknown,cellular,1,999,no,0,0,36–45
12837,27,admin.,single,professional.course,no,unknown,no,cellular,1,999,no,0,0,26–35
13184,34,admin.,single,high.school,no,no,no,cellular,1,999,no,0,0,26–35
4173,42,services,married,basic.9y,unknown,unknown,no,telephone,5,999,no,0,0,36–45
16009,30,admin.,single,high.school,no,unknown,no,cellular,7,999,no,0,0,26–35
24720,40,blue-collar,married,basic.6y,no,unknown,unknown,cellular,3,999,no,0,0,36–45
37456,76,retired,married,basic.4y,no,unknown,no,cellular,2,999,no,0,0,66+
19135,35,technician,single,professional.course,no,unknown,no,cellular,4,999,no,0,0,36–45
19760,38,technician,divorced,professional.course,no,unknown,no,cellular,1,999,no,0,0,36–45
11143,46,services,married,basic.9y,no,unknown,no,telephone,1,999,no,0,0,46–55
40594,32,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
11019,33,blue-collar,married,basic.4y,no,unknown,no,telephone,23,999,no,0,0,26–35
27004,42,technician,single,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
17500,59,admin.,divorced,high.school,unknown,unknown,yes,cellular,3,999,yes,0,0,56–65
29037,24,technician,divorced,professional.course,no,no,no,cellular,1,999,no,0,0,1–25
9149,39,technician,married,unknown,no,unknown,no,telephone,3,999,no,0,0,36–45
21722,52,admin.,married,high.school,no,yes,no,cellular,4,999,no,0,0,46–55
33218,59,blue-collar,married,basic.9y,no,unknown,unknown,cellular,1,999,yes,0,0,56–65
20661,40,technician,married,professional.course,unknown,unknown,yes,cellular,1,999,no,0,0,36–45
30590,81,retired,married,basic.4y,no,no,no,cellular,2,999,yes,0,0,66+
15830,49,admin.,married,university.degree,unknown,no,unknown,cellular,1,999,no,0,0,46–55
31894,35,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,999,no,0,0,36–45
34425,32,blue-collar,married,university.degree,no,no,yes,cellular,1,999,no,0,0,26–35
14966,37,entrepreneur,divorced,high.school,unknown,unknown,no,cellular,4,999,no,0,0,36–45
23376,47,technician,divorced,professional.course,unknown,unknown,yes,cellular,9,999,no,0,0,46–55
5443,39,services,married,high.school,no,unknown,no,telephone,6,999,yes,0,0,36–45
22661,30,admin.,married,university.degree,no,no,no,cellular,3,999,no,0,0,26–35
1761,30,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,999,no,0,0,26–35
24041,31,admin.,married,university.degree,no,unknown,no,telephone,1,999,yes,0,0,26–35
29614,31,services,divorced,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
15474,49,services,divorced,basic.6y,unknown,unknown,unknown,telephone,4,999,no,0,0,46–55
25546,35,technician,married,high.school,no,no,yes,cellular,2,999,no,0,0,36–45
14889,48,blue-collar,married,basic.6y,unknown,yes,no,cellular,2,999,yes,0,0,46–55
26691,34,unemployed,married,university.degree,no,unknown,no,cellular,3,999,no,0,0,26–35
27905,20,student,single,basic.9y,no,unknown,no,cellular,1,999,yes,0,0,1–25
36482,53,technician,divorced,university.degree,no,unknown,no,cellular,1,999,yes,0,0,46–55
38776,29,admin.,single,university.degree,no,unknown,no,cellular,2,9,yes,1,9,26–35
40676,27,technician,single,university.degree,no,unknown,no,cellular,1,3,yes,1,3,26–35
11783,25,services,single,high.school,no,unknown,no,telephone,14,999,no,0,0,26–35
35447,42,management,divorced,university.degree,no,unknown,no,cellular,5,999,no,0,0,36–45
12296,37,admin.,single,university.degree,no,unknown,no,telephone,11,999,no,0,0,36–45
6623,32,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,2,999,no,0,0,26–35
41157,41,technician,married,professional.course,no,unknown,no,cellular,2,999,yes,0,0,36–45
8065,27,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,999,no,0,0,26–35
23210,42,technician,divorced,professional.course,no,unknown,no,cellular,11,999,no,0,0,36–45
18837,41,technician,married,university.degree,no,unknown,unknown,cellular,1,999,no,0,0,36–45
4039,48,admin.,married,university.degree,no,unknown,no,telephone,2,999,no,0,0,46–55
4864,26,blue-collar,single,basic.4y,no,yes,yes,telephone,1,999,no,0,0,26–35
24837,42,self-employed,divorced,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
4720,52,services,married,university.degree,no,yes,no,telephone,1,999,no,0,0,46–55
28031,39,services,married,high.school,no,no,no,cellular,2,999,no,0,0,36–45
25245,56,admin.,married,university.degree,no,yes,unknown,cellular,2,999,no,0,0,56–65
3033,37,housemaid,married,university.degree,unknown,no,no,telephone,3,999,no,0,0,36–45
34110,31,entrepreneur,single,university.degree,no,yes,no,cellular,3,999,no,0,0,26–35
32806,26,admin.,single,high.school,no,no,no,cellular,2,999,yes,0,0,26–35
5474,57,technician,married,professional.course,no,unknown,no,telephone,7,999,no,0,0,56–65
36144,68,retired,married,university.degree,no,unknown,unknown,cellular,2,999,no,0,0,66+
2236,39,admin.,married,high.school,no,unknown,unknown,telephone,4,999,no,0,0,36–45
34826,57,retired,married,basic.6y,no,unknown,no,cellular,3,999,no,0,0,56–65
37513,76,retired,married,university.degree,no,yes,no,cellular,1,999,no,0,0,66+
19299,38,admin.,single,high.school,no,yes,no,cellular,1,999,no,0,0,36–45
34464,31,blue-collar,single,basic.9y,no,unknown,no,cellular,1,999,no,0,0,26–35
33024,44,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
30101,53,admin.,single,high.school,no,unknown,no,cellular,1,999,no,0,0,46–55
34112,41,housemaid,married,high.school,no,no,no,cellular,2,999,no,0,0,36–45
33433,25,technician,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
11407,43,blue-collar,married,basic.9y,unknown,no,no,telephone,23,999,no,0,0,36–45
16386,32,services,single,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
6445,37,blue-collar,divorced,basic.9y,unknown,unknown,no,telephone,1,999,no,0,0,36–45
1478,44,technician,divorced,unknown,no,no,yes,telephone,2,999,no,0,0,36–45
39697,48,self-employed,divorced,university.degree,no,unknown,no,cellular,3,999,yes,0,0,46–55
10835,57,retired,married,unknown,unknown,yes,no,telephone,1,999,no,0,0,56–65
20409,30,admin.,single,university.degree,no,unknown,yes,cellular,2,999,no,0,0,26–35
36547,47,admin.,single,university.degree,no,yes,no,cellular,3,999,no,0,0,46–55
39043,84,retired,married,high.school,no,unknown,no,cellular,1,999,yes,0,0,66+
10622,45,unknown,married,unknown,no,unknown,no,telephone,4,999,no,0,0,46–55
7019,40,self-employed,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,36–45
31880,27,admin.,married,high.school,no,unknown,unknown,cellular,1,999,no,0,0,26–35
11823,47,services,married,high.school,unknown,unknown,no,telephone,6,999,no,0,0,46–55
27350,43,services,single,high.school,unknown,unknown,yes,cellular,1,999,no,0,0,36–45
18133,40,management,single,high.school,no,unknown,no,cellular,4,999,no,0,0,36–45
34935,41,entrepreneur,divorced,unknown,no,yes,no,cellular,1,999,no,0,0,36–45
22115,49,blue-collar,married,high.school,unknown,unknown,no,cellular,1,999,no,0,0,46–55
36604,50,technician,single,professional.course,no,unknown,yes,cellular,1,999,no,0,0,46–55
27958,32,admin.,married,university.degree,no,unknown,yes,cellular,3,999,no,0,0,26–35
39892,24,student,single,high.school,no,unknown,unknown,cellular,2,12,yes,1,12,1–25
14205,51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,3,999,no,0,0,46–55
35737,37,self-employed,single,basic.4y,no,no,yes,cellular,2,999,no,0,0,36–45
26860,32,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
25332,47,management,married,university.degree,no,unknown,no,telephone,3,999,no,0,0,46–55
31301,43,blue-collar,married,basic.9y,no,no,yes,cellular,2,999,no,0,0,36–45
2316,38,management,married,basic.9y,no,unknown,no,telephone,1,999,yes,0,0,36–45
23295,58,admin.,single,university.degree,no,unknown,no,cellular,5,999,no,0,0,56–65
6171,53,admin.,single,basic.6y,no,unknown,unknown,telephone,1,999,no,0,0,46–55
7878,41,self-employed,married,basic.4y,no,unknown,no,telephone,1,999,no,0,0,36–45
35846,39,technician,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,36–45
39049,55,services,married,basic.9y,no,unknown,no,cellular,1,6,yes,1,6,56–65
32,59,technician,married,unknown,no,unknown,no,telephone,1,999,no,0,0,56–65
4014,36,technician,single,professional.course,no,unknown,yes,telephone,2,999,no,0,0,36–45
33221,39,management,single,university.degree,no,unknown,no,cellular,12,999,no,0,0,36–45
14695,27,admin.,single,university.degree,no,unknown,no,cellular,5,999,no,0,0,26–35
28653,54,entrepreneur,divorced,unknown,no,unknown,yes,cellular,2,999,no,0,0,46–55
17232,58,admin.,married,basic.9y,no,unknown,no,cellular,7,999,no,0,0,56–65
28843,44,management,married,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
7094,33,unemployed,divorced,basic.9y,no,unknown,no,telephone,2,999,no,0,0,26–35
17405,51,technician,married,basic.9y,unknown,no,no,cellular,4,999,no,0,0,46–55
16554,36,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,999,no,0,0,36–45
1534,41,services,married,high.school,no,unknown,yes,telephone,4,999,no,0,0,36–45
36543,42,self-employed,married,university.degree,no,unknown,no,cellular,1,3,yes,1,3,36–45
16868,45,admin.,married,unknown,unknown,unknown,no,cellular,1,999,yes,0,0,46–55
8627,26,admin.,single,high.school,no,no,no,telephone,6,999,no,0,0,26–35
15858,35,services,married,high.school,no,yes,yes,cellular,1,999,no,0,0,36–45
17092,52,blue-collar,single,unknown,unknown,unknown,yes,cellular,11,999,no,0,0,46–55
20722,30,admin.,married,high.school,unknown,unknown,no,cellular,2,999,no,0,0,26–35
36097,37,technician,single,professional.course,no,unknown,no,cellular,1,999,no,0,0,36–45
30243,60,retired,divorced,professional.course,no,yes,no,cellular,1,999,no,0,0,56–65
30399,32,blue-collar,married,professional.course,unknown,unknown,no,cellular,2,999,no,0,0,26–35
38597,69,retired,married,basic.4y,no,yes,yes,cellular,3,999,yes,0,0,66+
8946,52,management,divorced,university.degree,no,unknown,no,telephone,1,999,no,0,0,46–55
30405,31,admin.,single,university.degree,no,unknown,no,cellular,3,999,yes,0,0,26–35
15646,29,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no,0,0,26–35
17614,36,housemaid,married,basic.4y,no,unknown,no,cellular,4,999,no,0,0,36–45
33539,28,student,single,university.degree,unknown,unknown,no,cellular,2,999,no,0,0,26–35
36499,29,technician,single,university.degree,no,yes,no,cellular,1,999,no,0,0,26–35
28578,36,housemaid,married,basic.4y,no,unknown,no,cellular,7,999,no,0,0,36–45
578,32,services,married,high.school,unknown,unknown,yes,telephone,2,999,no,0,0,26–35
34562,36,management,married,university.degree,no,no,no,cellular,2,999,no,0,0,36–45
36435,33,housemaid,unknown,university.degree,no,unknown,no,cellular,3,999,no,0,0,26–35
4915,37,self-employed,married,high.school,no,unknown,yes,telephone,2,999,no,0,0,36–45
13373,34,blue-collar,married,basic.4y,no,unknown,unknown,cellular,1,999,no,0,0,26–35
23628,47,admin.,married,high.school,unknown,unknown,no,cellular,8,999,no,0,0,46–55
3948,48,admin.,married,high.school,no,unknown,no,telephone,1,999,no,0,0,46–55
32810,35,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,36–45
38340,33,self-employed,single,professional.course,no,yes,yes,telephone,1,999,no,0,0,26–35
20654,54,services,married,basic.4y,no,unknown,yes,cellular,1,999,no,0,0,46–55
7530,49,self-employed,single,basic.9y,no,unknown,yes,telephone,5,999,no,0,0,46–55
32570,56,services,divorced,high.school,unknown,yes,no,cellular,2,999,no,0,0,56–65
18959,32,technician,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
7662,45,services,divorced,high.school,no,unknown,no,telephone,8,999,no,0,0,46–55
1625,59,management,married,university.degree,no,unknown,no,telephone,2,999,no,0,0,56–65
32445,38,admin.,married,high.school,no,no,no,cellular,2,999,no,0,0,36–45
21442,31,technician,married,professional.course,no,no,unknown,cellular,1,999,no,0,0,26–35
29207,30,services,single,high.school,unknown,unknown,no,telephone,1,999,no,0,0,26–35
10541,49,blue-collar,married,basic.9y,no,unknown,yes,telephone,2,999,no,0,0,46–55
39848,89,retired,divorced,basic.4y,no,unknown,no,cellular,1,999,yes,0,0,66+
3541,37,services,married,high.school,no,yes,no,telephone,1,999,no,0,0,36–45
9757,33,services,married,basic.4y,no,unknown,yes,telephone,6,999,no,0,0,26–35
8692,29,blue-collar,single,university.degree,no,unknown,no,telephone,2,999,no,0,0,26–35
17961,25,admin.,single,high.school,no,no,yes,cellular,6,999,no,0,0,26–35
36265,59,retired,married,professional.course,no,unknown,yes,cellular,1,999,yes,0,0,56–65
8528,47,admin.,divorced,university.degree,no,no,no,telephone,4,999,no,0,0,46–55
238,48,admin.,married,high.school,no,unknown,unknown,telephone,2,999,no,0,0,46–55
26926,42,technician,married,university.degree,no,no,no,telephone,2,999,no,0,0,36–45
16594,39,admin.,married,basic.6y,unknown,unknown,no,cellular,2,999,no,0,0,36–45
39055,68,management,married,basic.9y,no,unknown,unknown,cellular,1,999,no,0,0,66+
30640,25,management,single,university.degree,no,unknown,no,cellular,5,999,no,0,0,26–35
34972,40,entrepreneur,married,high.school,no,unknown,no,cellular,5,999,no,0,0,36–45
32205,49,blue-collar,married,basic.4y,no,yes,no,cellular,1,999,no,0,0,46–55
