Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status
2982,48 years,services,married,high.school,no,,no,Telephone,18,999,no
21914,150 years,retired,married,university.degree,no,no,,Cell,2,999,no
13784,150 years,blue-collar,married,basic.4y,unknown,yes,yes,cellular,1,999,no
15363,150 years,management,single,basic.9y,no,,no,telephone,1,999,no
37827,71 years,retired,married,university.degree,no,yes,no,Cell,-1,999,no
28166,40 years,services,married,high.school,no,,no,cellular,-3,999,no
13960,37 years,technician,married,professional.course,no,,no,cellular,2,999,no
17644,56 years,services,divorced,high.school,no,,no,Cell,6,999,no
31231,38 years,admin.,married,university.degree,no,unknown,unknown,Cell,1,999,no
24570,35 years,admin.,married,university.degree,no,,no,Cell,1,999,no
7799,48 years,technician,married,high.school,no,,no,Telephone,2,999,no
13911,32 years,admin.,single,university.degree,no,,no,cellular,2,999,no
29736,24 years,admin.,single,professional.course,no,yes,no,Cell,1,999,yes
7883,41 years,services,divorced,high.school,no,,yes,Telephone,1,999,no
15499,46 years,admin.,single,university.degree,no,no,,cellular,9,999,yes
40656,38 years,management,married,university.degree,no,,no,Cell,2,999,no
11623,40 years,self-employed,married,professional.course,no,no,,telephone,18,999,no
24158,44 years,retired,single,basic.9y,no,,,Cell,1,999,no
11118,56 years,blue-collar,married,basic.4y,unknown,no,no,telephone,1,999,no
38718,150 years,admin.,married,university.degree,no,,no,Cell,1,3,yes
21644,39 years,technician,divorced,high.school,no,,yes,Cell,1,999,no
22837,55 years,retired,married,high.school,unknown,,,cellular,2,999,no
22608,53 years,admin.,divorced,university.degree,no,,unknown,Cell,10,999,no
24746,34 years,admin.,divorced,university.degree,no,,no,Cell,1,999,no
2069,26 years,technician,married,university.degree,no,,no,Telephone,1,999,no
29161,43 years,blue-collar,married,basic.6y,no,,no,cellular,1,999,no
23561,48 years,admin.,single,university.degree,no,yes,no,Cell,1,999,no
21172,150 years,management,married,high.school,unknown,yes,no,Telephone,3,999,no
17814,26 years,self-employed,married,university.degree,no,yes,no,Cell,2,999,no
21938,37 years,technician,married,professional.course,no,yes,,cellular,2,999,no
24773,48 years,admin.,married,unknown,unknown,,no,cellular,1,999,no
10925,28 years,admin.,single,university.degree,no,,no,Telephone,1,999,no
13707,31 years,admin.,married,high.school,no,,no,Cell,-1,999,no
40466,61 years,admin.,married,university.degree,no,yes,yes,telephone,1,6,yes
9756,35 years,blue-collar,married,basic.9y,no,,no,telephone,12,999,no
30140,31 years,technician,single,university.degree,no,,no,Cell,1,5,yes
12593,150 years,unknown,married,basic.4y,unknown,,no,Cell,-3,999,no
20193,36 years,housemaid,married,basic.6y,no,,no,cellular,9,999,no
36922,45 years,technician,married,professional.course,no,,yes,cellular,1,999,no
31873,150 years,blue-collar,married,basic.4y,no,,no,cellular,1,999,no
40205,28 years,technician,single,university.degree,no,no,no,cellular,3,6,no
10774,150 years,management,married,basic.9y,no,,no,telephone,3,999,no
1612,40 years,blue-collar,married,basic.9y,unknown,no,no,Telephone,1,999,no
41012,37 years,housemaid,married,university.degree,no,no,no,cellular,2,11,yes
37182,150 years,admin.,married,university.degree,no,,no,Cell,1,999,no
15100,31 years,admin.,single,university.degree,no,,,cellular,3,999,no
20534,36 years,admin.,single,university.degree,no,,no,cellular,-7,999,yes
1346,60 years,entrepreneur,married,basic.4y,no,yes,no,Telephone,2,999,no
13628,42 years,blue-collar,married,basic.9y,no,,,Cell,1,999,yes
37185,45 years,technician,single,university.degree,no,no,no,Cell,1,999,no
35768,29 years,admin.,married,high.school,no,yes,no,Telephone,10,999,no
36136,35 years,admin.,single,university.degree,no,,no,cellular,2,999,no
20496,43 years,technician,married,professional.course,unknown,,no,Cell,2,999,yes
23701,60 years,admin.,married,basic.9y,no,,no,cellular,1,999,no
7808,48 years,entrepreneur,married,basic.4y,no,,yes,Telephone,1,999,no
33377,150 years,blue-collar,married,basic.4y,no,yes,no,Cell,1,999,no
16307,34 years,blue-collar,married,basic.6y,unknown,,no,cellular,4,999,no
39009,30 years,student,single,unknown,no,,no,Cell,1,4,yes
34836,23 years,blue-collar,single,unknown,no,,no,Cell,2,999,no
34916,43 years,entrepreneur,married,professional.course,no,,no,cellular,1,999,yes
20998,30 years,admin.,married,high.school,unknown,,yes,cellular,-1,999,no
9575,25 years,blue-collar,married,professional.course,unknown,yes,no,Telephone,2,999,no
41168,32 years,admin.,married,university.degree,no,,no,Cell,3,999,no
19464,30 years,technician,single,university.degree,unknown,,no,cellular,1,999,no
34120,30 years,admin.,single,high.school,no,no,no,Cell,2,999,yes
155,40 years,blue-collar,married,unknown,no,,yes,telephone,1,999,no
11611,43 years,services,married,basic.4y,unknown,no,no,telephone,12,999,no
24179,54 years,technician,married,professional.course,no,,no,Cell,1,999,no
12095,36 years,admin.,married,high.school,no,,yes,telephone,4,999,no
34917,45 years,admin.,married,university.degree,no,yes,yes,Cell,1,999,no
22499,49 years,blue-collar,married,basic.6y,unknown,,no,cellular,1,999,no
34523,150 years,admin.,married,high.school,no,yes,no,Cell,-1,999,no
25119,51 years,services,divorced,high.school,no,no,no,telephone,1,999,no
8006,41 years,blue-collar,married,unknown,no,,no,telephone,2,999,no
34468,31 years,blue-collar,married,basic.9y,no,,no,cellular,-1,999,no
4511,34 years,services,married,basic.6y,unknown,,no,Telephone,-2,999,no
35378,29 years,admin.,married,high.school,no,yes,no,cellular,4,999,yes
23193,60 years,technician,married,university.degree,no,yes,no,cellular,8,999,no
23993,41 years,admin.,married,university.degree,no,yes,no,cellular,5,999,no
24322,45 years,technician,married,university.degree,no,yes,no,telephone,1,999,no
27551,56 years,services,married,basic.4y,unknown,yes,no,cellular,4,999,no
4154,60 years,admin.,married,professional.course,no,,no,telephone,2,999,no
7409,58 years,housemaid,married,basic.4y,unknown,,no,telephone,2,999,no
35483,42 years,technician,single,university.degree,no,,no,Cell,2,999,no
30033,25 years,admin.,single,high.school,no,yes,no,cellular,-1,999,yes
25133,38 years,technician,single,university.degree,no,,no,cellular,1,999,no
34008,150 years,blue-collar,single,basic.4y,no,,no,cellular,2,999,no
14302,150 years,admin.,single,basic.9y,no,,no,cellular,4,999,no
20533,49 years,retired,divorced,professional.course,no,yes,yes,Telephone,8,999,no
6670,29 years,management,single,university.degree,no,,no,Telephone,2,999,no
10575,49 years,admin.,divorced,university.degree,no,,unknown,telephone,3,999,no
2588,46 years,housemaid,married,basic.4y,no,no,no,telephone,4,999,no
34503,26 years,blue-collar,married,basic.9y,no,,no,Cell,1,999,no
3141,49 years,services,divorced,basic.6y,unknown,yes,no,telephone,1,999,no
24588,38 years,entrepreneur,married,basic.9y,no,,,cellular,1,999,no
15724,24 years,admin.,married,high.school,no,,,Cell,1,999,no
11893,38 years,admin.,married,high.school,no,yes,no,telephone,2,999,no
9210,38 years,housemaid,married,basic.9y,no,,yes,telephone,2,999,no
4226,43 years,housemaid,married,basic.4y,unknown,,no,Telephone,4,999,no
16521,39 years,blue-collar,single,university.degree,no,,no,Cell,1,999,no
30362,49 years,technician,married,professional.course,no,no,no,cellular,2,999,yes
24769,41 years,services,married,university.degree,no,yes,no,Cell,1,999,no
25085,35 years,blue-collar,divorced,basic.9y,no,,no,Cell,1,999,no
2022,36 years,blue-collar,married,basic.4y,unknown,,no,Telephone,5,999,no
24030,37 years,admin.,single,high.school,no,,no,telephone,1,999,yes
30768,43 years,blue-collar,married,basic.9y,unknown,,unknown,Cell,1,999,no
12260,150 years,admin.,divorced,university.degree,unknown,no,no,Telephone,1,999,no
26046,31 years,blue-collar,married,basic.4y,no,,no,Cell,2,999,no
8836,58 years,housemaid,married,basic.4y,no,yes,,Telephone,1,999,no
2703,59 years,entrepreneur,married,high.school,no,no,no,telephone,-1,999,no
11316,26 years,blue-collar,single,basic.9y,no,,no,Telephone,3,999,no
17674,48 years,retired,married,basic.4y,unknown,yes,yes,telephone,17,999,no
27505,39 years,management,married,high.school,no,no,,Cell,2,999,no
37961,50 years,admin.,married,high.school,no,,no,cellular,2,999,yes
12168,49 years,blue-collar,married,basic.4y,unknown,,no,telephone,1,999,no
1752,150 years,admin.,married,high.school,no,no,no,telephone,2,999,no
23414,39 years,admin.,married,professional.course,no,no,no,cellular,2,999,no
16334,57 years,technician,divorced,professional.course,no,,no,cellular,2,999,no
26442,56 years,blue-collar,married,basic.9y,no,,,cellular,1,999,yes
22735,40 years,technician,married,university.degree,no,,no,cellular,2,999,no
12627,51 years,blue-collar,divorced,basic.9y,no,,no,Cell,7,999,no
14641,41 years,entrepreneur,divorced,university.degree,no,,no,Cell,5,999,no
9833,41 years,admin.,single,university.degree,no,,yes,telephone,5,999,no
25462,40 years,technician,married,professional.course,unknown,,no,Cell,-1,999,no
26884,36 years,technician,divorced,professional.course,no,,,Cell,4,999,no
10685,28 years,student,single,high.school,unknown,,no,telephone,9,999,no
36763,25 years,unemployed,married,university.degree,no,,no,Cell,-2,999,yes
40247,26 years,admin.,single,university.degree,no,,no,Cell,1,9,yes
7427,39 years,technician,married,professional.course,no,yes,no,Telephone,1,999,no
32571,39 years,admin.,married,university.degree,no,yes,,Cell,7,999,no
23781,36 years,admin.,single,university.degree,no,,no,Cell,1,999,no
28660,27 years,services,single,university.degree,no,yes,no,Cell,1,999,no
1892,50 years,management,single,university.degree,no,,no,telephone,2,999,no
2635,32 years,blue-collar,single,basic.9y,no,no,no,Telephone,7,999,no
26768,36 years,blue-collar,married,basic.9y,no,,no,Cell,-3,999,yes
5033,59 years,admin.,single,professional.course,no,no,no,Telephone,4,999,no
16274,150 years,services,single,high.school,unknown,,no,Cell,2,999,yes
29889,44 years,blue-collar,divorced,basic.4y,unknown,,no,Cell,3,999,no
16640,29 years,technician,single,university.degree,no,no,yes,Telephone,3,999,no
25163,35 years,technician,married,university.degree,no,no,no,Cell,2,999,no
25022,57 years,self-employed,married,university.degree,no,yes,no,cellular,1,999,no
8349,52 years,admin.,divorced,university.degree,no,no,no,Telephone,1,999,no
14016,40 years,technician,single,professional.course,no,no,no,Cell,2,999,no
1944,56 years,services,divorced,high.school,unknown,,no,telephone,2,999,no
41188,74 years,retired,married,professional.course,no,yes,no,cellular,-3,999,no
8804,30 years,technician,married,university.degree,unknown,,no,Telephone,1,999,no
38475,150 years,admin.,single,university.degree,no,,no,Cell,2,999,no
11852,53 years,blue-collar,divorced,basic.4y,unknown,,no,Telephone,5,999,no
16188,51 years,entrepreneur,married,university.degree,unknown,,yes,Cell,2,999,no
28159,58 years,retired,divorced,high.school,no,,no,Cell,2,999,no
31607,150 years,blue-collar,married,basic.6y,no,,yes,cellular,1,999,no
38848,50 years,admin.,married,university.degree,no,no,,cellular,1,7,no
11357,25 years,blue-collar,single,basic.9y,no,,yes,Telephone,4,999,no
39584,19 years,student,single,basic.9y,no,yes,,cellular,1,999,no
11334,48 years,self-employed,married,basic.9y,unknown,,no,telephone,2,999,no
16686,27 years,blue-collar,single,basic.9y,unknown,yes,no,cellular,4,999,yes
8174,32 years,management,married,high.school,no,no,no,Telephone,1,999,no
17554,48 years,unknown,married,unknown,unknown,,no,Cell,7,999,no
20510,150 years,management,married,university.degree,no,no,no,Cell,-1,999,no
14359,32 years,blue-collar,married,basic.9y,no,,no,Cell,3,999,no
8835,36 years,self-employed,divorced,basic.4y,no,yes,no,telephone,1,999,no
37490,39 years,unemployed,married,high.school,no,no,no,Cell,3,999,yes
37762,35 years,admin.,married,university.degree,no,,no,cellular,5,3,no
11492,37 years,services,married,high.school,no,,unknown,telephone,3,999,no
4276,49 years,blue-collar,married,basic.4y,unknown,no,no,Telephone,1,999,no
6762,42 years,admin.,married,university.degree,unknown,no,no,telephone,1,999,no
39944,30 years,technician,married,university.degree,no,,no,cellular,1,7,no
40609,51 years,unemployed,married,high.school,no,unknown,unknown,telephone,1,999,no
33633,40 years,blue-collar,single,basic.9y,no,yes,yes,Cell,-7,999,no
14631,41 years,entrepreneur,married,basic.6y,no,no,no,telephone,2,999,no
23190,35 years,admin.,single,university.degree,no,,no,Cell,2,999,no
15754,34 years,blue-collar,married,basic.6y,no,,no,cellular,1,999,no
10665,27 years,housemaid,married,basic.9y,unknown,,no,Telephone,4,999,no
20965,150 years,management,married,university.degree,no,,no,cellular,1,999,no
33027,31 years,technician,married,university.degree,no,yes,no,Cell,3,999,no
32031,41 years,services,single,unknown,no,,no,Cell,-3,999,no
25505,35 years,self-employed,single,university.degree,no,no,yes,Cell,1,3,no
23344,53 years,unknown,married,basic.4y,unknown,,no,Cell,5,999,no
10674,43 years,admin.,single,high.school,no,no,yes,Telephone,2,999,no
25428,35 years,technician,married,professional.course,no,no,,Cell,3,999,no
24214,55 years,blue-collar,married,basic.9y,no,,no,cellular,1,999,yes
1714,39 years,blue-collar,married,basic.6y,no,,no,telephone,1,999,no
26441,38 years,admin.,single,university.degree,no,,no,cellular,2,999,no
6951,31 years,blue-collar,single,high.school,no,unknown,unknown,Telephone,4,999,no
33642,51 years,blue-collar,divorced,basic.9y,no,no,no,Cell,5,999,no
17093,43 years,admin.,single,high.school,no,,no,cellular,1,999,no
19960,51 years,admin.,divorced,university.degree,no,,yes,cellular,1,999,no
27992,29 years,admin.,single,university.degree,no,,no,Cell,1,5,no
21029,150 years,admin.,single,university.degree,no,yes,yes,Cell,3,999,no
35604,35 years,admin.,single,university.degree,no,,no,cellular,1,999,no
1257,43 years,technician,single,university.degree,no,yes,no,telephone,2,999,yes
29528,38 years,technician,married,professional.course,no,,no,cellular,1,999,no
4709,42 years,admin.,married,high.school,no,,no,telephone,1,999,no
1768,40 years,housemaid,married,basic.4y,no,yes,yes,Telephone,1,999,no
12055,24 years,technician,single,basic.9y,no,,no,Telephone,3,999,no
27769,38 years,technician,married,professional.course,no,,,cellular,-2,7,yes
22782,50 years,housemaid,married,basic.4y,no,,no,Cell,1,999,no
37140,24 years,student,single,high.school,no,,no,Cell,-1,999,no
40059,57 years,unknown,married,basic.4y,no,,no,cellular,3,999,no
6123,45 years,technician,married,basic.9y,unknown,,,telephone,2,999,no
1037,30 years,services,married,professional.course,unknown,no,no,Telephone,1,999,no
32192,31 years,self-employed,married,university.degree,no,,,Cell,1,999,yes
37371,50 years,blue-collar,married,unknown,no,,yes,cellular,2,999,yes
39268,29 years,admin.,single,high.school,no,,yes,cellular,1,999,yes
24513,47 years,management,divorced,university.degree,no,,no,Cell,2,999,no
31491,37 years,admin.,married,university.degree,no,,no,Cell,2,999,no
5366,34 years,blue-collar,married,basic.9y,no,,no,telephone,1,999,no
24795,49 years,management,married,university.degree,no,,no,Cell,1,999,no
28569,44 years,technician,married,professional.course,no,,no,Cell,1,999,no
41013,65 years,retired,married,high.school,no,,no,cellular,5,3,no
11058,30 years,entrepreneur,married,high.school,no,,unknown,telephone,8,999,no
17426,50 years,management,divorced,university.degree,no,,,telephone,7,999,no
15759,36 years,blue-collar,single,basic.9y,unknown,,no,cellular,-8,999,no
39429,58 years,housemaid,single,professional.course,no,,no,cellular,1,6,no
21217,150 years,technician,single,professional.course,unknown,,no,cellular,2,999,no
37339,52 years,management,married,high.school,no,,yes,cellular,1,10,yes
29948,35 years,blue-collar,married,basic.4y,unknown,no,,cellular,2,999,no
34467,37 years,management,married,university.degree,no,no,yes,cellular,1,999,no
16093,24 years,blue-collar,married,professional.course,no,no,no,Cell,4,999,no
684,49 years,management,married,professional.course,unknown,yes,no,Telephone,2,999,no
7764,26 years,management,single,university.degree,no,no,no,telephone,3,999,no
26350,38 years,entrepreneur,married,basic.9y,no,,,Cell,5,999,no
33219,41 years,management,married,high.school,unknown,,no,Cell,1,999,no
27335,37 years,blue-collar,married,basic.9y,no,yes,no,cellular,-3,999,no
38679,34 years,admin.,single,university.degree,no,no,no,Cell,2,999,no
29440,36 years,unemployed,single,professional.course,unknown,yes,no,cellular,1,999,no
18525,29 years,technician,married,university.degree,no,no,no,telephone,1,999,no
27227,49 years,technician,married,basic.4y,no,,no,cellular,1,999,no
2783,51 years,unemployed,married,professional.course,no,no,no,telephone,1,999,no
31980,36 years,student,single,basic.9y,unknown,,yes,Cell,3,999,no
22479,56 years,retired,married,unknown,no,,yes,Cell,1,999,no
23214,37 years,services,married,high.school,no,no,no,cellular,7,999,no
31667,45 years,blue-collar,divorced,basic.6y,unknown,,no,Cell,1,999,no
18628,36 years,admin.,married,university.degree,no,no,no,Cell,5,999,no
36950,45 years,admin.,married,university.degree,no,,no,Cell,1,999,no
38513,26 years,management,single,university.degree,no,,no,cellular,1,6,no
39194,50 years,technician,married,university.degree,no,,no,cellular,1,999,yes
32052,39 years,blue-collar,married,basic.4y,no,,no,cellular,1,999,no
7364,150 years,blue-collar,married,basic.4y,unknown,,no,telephone,-1,999,no
35269,46 years,admin.,married,high.school,no,,yes,cellular,3,999,no
5100,42 years,blue-collar,married,basic.4y,unknown,,,telephone,2,999,no
27803,88 years,retired,divorced,basic.4y,no,no,no,Cell,2,999,yes
14896,33 years,entrepreneur,married,professional.course,no,yes,,cellular,2,999,no
37859,28 years,student,single,professional.course,no,no,no,cellular,2,999,no
20147,33 years,admin.,married,university.degree,no,no,no,cellular,1,999,no
17768,46 years,admin.,married,university.degree,unknown,,no,Cell,2,999,no
3298,34 years,housemaid,divorced,basic.6y,no,,,telephone,1,999,no
31918,59 years,blue-collar,married,basic.4y,no,no,no,Cell,2,999,no
19474,38 years,admin.,married,university.degree,no,,no,cellular,1,999,no
1642,20 years,entrepreneur,single,high.school,no,,no,telephone,2,999,no
18842,58 years,blue-collar,married,basic.9y,no,,no,Cell,1,999,no
24142,150 years,admin.,single,high.school,no,yes,no,Cell,1,999,no
25393,150 years,technician,single,university.degree,no,yes,yes,Cell,4,999,no
23684,53 years,self-employed,married,university.degree,no,yes,no,Cell,1,999,no
39474,74 years,retired,divorced,basic.4y,no,no,yes,Cell,2,14,no
5185,41 years,blue-collar,divorced,basic.6y,no,,no,Telephone,2,999,no
12864,48 years,technician,divorced,professional.course,no,,no,cellular,1,999,no
7382,27 years,student,single,university.degree,unknown,,no,Telephone,3,999,no
9823,55 years,unemployed,married,basic.4y,unknown,,no,telephone,4,999,no
24251,39 years,housemaid,married,basic.9y,no,,no,Cell,1,999,no
34476,23 years,student,single,university.degree,no,,no,Cell,1,999,no
15737,150 years,technician,divorced,professional.course,no,,yes,Cell,2,999,no
11254,36 years,management,single,high.school,no,unknown,unknown,telephone,1,999,no
18710,38 years,admin.,married,basic.6y,no,,no,Cell,3,999,no
19696,40 years,admin.,single,university.degree,no,yes,no,cellular,3,999,no
7664,35 years,technician,single,university.degree,no,no,no,telephone,-3,999,no
24172,57 years,admin.,married,university.degree,no,no,yes,cellular,1,999,no
26199,53 years,housemaid,married,unknown,no,,no,cellular,2,999,no
6251,38 years,blue-collar,single,basic.4y,no,unknown,unknown,Telephone,2,999,no
24085,30 years,admin.,married,high.school,no,yes,no,Telephone,-1,999,no
10557,27 years,self-employed,single,university.degree,no,no,no,Telephone,3,999,no
19293,40 years,admin.,divorced,university.degree,no,yes,no,Cell,2,999,no
8317,41 years,blue-collar,married,basic.9y,unknown,no,no,Telephone,2,999,no
8644,25 years,unknown,single,university.degree,no,no,no,Telephone,2,999,yes
1607,150 years,technician,married,basic.9y,no,,,Telephone,3,999,no
7924,45 years,technician,single,professional.course,no,no,,Telephone,1,999,no
23299,57 years,blue-collar,married,basic.4y,unknown,,yes,Cell,-1,999,no
26908,55 years,admin.,married,unknown,no,,yes,cellular,3,999,no
9671,150 years,blue-collar,single,basic.9y,unknown,no,no,Telephone,1,999,no
1406,30 years,services,single,high.school,no,no,no,Telephone,2,999,no
12194,53 years,technician,married,professional.course,no,yes,no,Telephone,-2,999,no
6288,42 years,technician,single,high.school,no,no,no,Telephone,6,999,no
34345,32 years,self-employed,single,professional.course,unknown,,no,cellular,3,999,no
23305,40 years,admin.,married,university.degree,no,,no,cellular,1,999,no
33554,150 years,technician,married,professional.course,no,,no,telephone,4,999,no
13856,35 years,management,married,university.degree,no,yes,yes,cellular,-1,999,no
5904,35 years,blue-collar,married,basic.9y,no,yes,no,telephone,2,999,no
7547,33 years,admin.,married,high.school,no,,yes,Telephone,-3,999,no
12492,39 years,blue-collar,married,high.school,no,,yes,Cell,1,999,no
18666,50 years,self-employed,married,professional.course,no,yes,no,Cell,2,999,no
28388,33 years,technician,single,university.degree,no,,unknown,cellular,3,999,yes
17792,57 years,admin.,single,university.degree,no,,no,Cell,1,999,no
21612,30 years,technician,married,high.school,no,,no,Cell,1,999,no
31550,50 years,blue-collar,married,professional.course,unknown,,no,cellular,1,999,no
16514,26 years,services,single,high.school,no,no,no,Cell,1,999,no
9858,30 years,blue-collar,married,basic.6y,no,,no,telephone,1,999,no
827,37 years,technician,divorced,professional.course,no,,no,telephone,1,999,no
3992,49 years,blue-collar,married,basic.4y,unknown,yes,no,telephone,12,999,no
11947,36 years,technician,married,basic.9y,no,,no,telephone,4,999,no
22675,30 years,admin.,single,university.degree,no,,no,cellular,10,999,no
38818,29 years,technician,married,university.degree,no,,no,Cell,1,3,yes
171,150 years,blue-collar,married,high.school,unknown,,yes,telephone,1,999,no
38515,71 years,retired,married,basic.4y,no,,no,cellular,1,999,yes
9444,25 years,housemaid,married,basic.9y,no,no,no,Telephone,1,999,no
25692,36 years,admin.,single,university.degree,no,no,no,Cell,1,999,no
38688,56 years,technician,divorced,university.degree,no,no,no,cellular,2,3,yes
31953,36 years,blue-collar,married,basic.9y,no,yes,no,cellular,3,999,no
27124,44 years,services,married,high.school,unknown,yes,no,Cell,1,999,no
22139,44 years,housemaid,married,basic.4y,no,,no,Cell,-1,999,no
37941,38 years,technician,married,professional.course,no,yes,,cellular,1,999,no
3349,150 years,retired,married,professional.course,no,,no,telephone,3,999,no
19780,51 years,blue-collar,married,basic.4y,unknown,,no,cellular,1,999,no
20646,56 years,admin.,married,university.degree,unknown,,yes,cellular,1,999,no
2911,36 years,management,married,university.degree,no,,no,Telephone,1,999,no
30675,37 years,blue-collar,married,basic.6y,no,,no,cellular,-5,999,no
40097,62 years,technician,married,unknown,no,,yes,Cell,2,6,no
8145,150 years,blue-collar,single,professional.course,no,,no,Telephone,2,999,no
25062,150 years,admin.,single,university.degree,no,no,no,Cell,1,999,no
23144,48 years,services,married,basic.4y,unknown,yes,no,Cell,1,999,no
11702,36 years,self-employed,married,professional.course,no,,no,Telephone,3,999,no
8377,40 years,technician,married,professional.course,no,,no,Telephone,2,999,no
6715,50 years,technician,married,professional.course,unknown,yes,yes,telephone,-1,999,no
36030,24 years,technician,single,professional.course,no,,no,telephone,4,999,no
24498,48 years,services,married,basic.4y,unknown,,no,cellular,1,999,no
28414,30 years,blue-collar,married,basic.4y,no,,no,cellular,1,999,yes
21336,31 years,technician,married,professional.course,unknown,,yes,cellular,2,999,no
30142,28 years,admin.,single,high.school,no,,no,cellular,1,999,yes
5999,29 years,technician,single,university.degree,no,,no,telephone,1,999,yes
7478,30 years,services,married,high.school,no,yes,,telephone,2,999,no
4,150 years,admin.,married,basic.6y,no,no,no,Telephone,-1,999,no
18369,56 years,retired,divorced,high.school,no,,no,Cell,10,999,no
18017,37 years,admin.,single,university.degree,no,yes,no,Cell,2,999,no
27552,52 years,blue-collar,married,basic.9y,no,,no,cellular,2,999,no
22518,150 years,technician,single,high.school,no,,no,Cell,1,999,no
15165,43 years,blue-collar,married,basic.4y,no,,no,Cell,11,999,no
9758,51 years,services,single,high.school,unknown,no,no,telephone,3,999,no
3394,58 years,management,married,university.degree,unknown,,no,telephone,2,999,no
23759,150 years,services,married,professional.course,no,yes,no,Cell,4,999,no
32909,27 years,unknown,single,high.school,unknown,yes,no,Cell,2,999,no
467,39 years,management,married,basic.6y,unknown,,no,telephone,1,999,no
21573,48 years,technician,married,high.school,unknown,,yes,cellular,1,999,no
19016,52 years,admin.,married,unknown,no,,no,cellular,1,999,no
29562,36 years,management,married,university.degree,no,,no,cellular,1,999,no
20713,30 years,technician,married,high.school,no,,no,cellular,-1,999,no
13785,27 years,services,single,high.school,no,,no,cellular,3,999,no
15145,32 years,admin.,single,university.degree,no,,no,cellular,-1,999,no
5302,37 years,housemaid,married,high.school,no,,,Telephone,6,999,no
25872,150 years,blue-collar,single,high.school,no,,no,Cell,1,999,no
28608,55 years,blue-collar,single,basic.4y,no,,no,Cell,2,999,no
4339,45 years,blue-collar,married,basic.6y,unknown,,no,Telephone,1,999,no
36714,29 years,student,single,professional.course,no,,no,cellular,-2,999,no
11767,57 years,retired,single,high.school,no,,no,Telephone,3,999,no
25192,50 years,management,married,high.school,no,,yes,Cell,3,999,no
31527,38 years,management,married,unknown,no,no,no,telephone,5,999,no
7199,38 years,services,single,high.school,no,,no,telephone,2,999,no
19665,51 years,technician,married,professional.course,no,,no,cellular,1,999,no
11956,43 years,self-employed,divorced,university.degree,unknown,,no,telephone,4,999,no
907,31 years,blue-collar,single,basic.9y,no,no,no,Telephone,1,999,no
8346,51 years,self-employed,married,university.degree,unknown,,no,telephone,1,999,no
32596,150 years,blue-collar,married,basic.9y,no,,no,cellular,1,999,no
13869,49 years,retired,single,basic.4y,unknown,no,no,Cell,1,999,no
27731,28 years,student,single,basic.9y,no,,no,cellular,1,999,yes
29081,36 years,admin.,single,high.school,no,,no,Telephone,2,999,no
31330,46 years,services,married,high.school,no,no,no,Cell,3,999,no
35697,50 years,admin.,married,high.school,no,,yes,cellular,2,999,no
41174,62 years,retired,married,university.degree,no,,,Cell,1,999,yes
27280,32 years,technician,single,professional.course,no,,,Cell,5,999,no
35595,28 years,unemployed,single,university.degree,no,yes,no,Cell,1,999,no
11612,42 years,management,married,basic.6y,unknown,,no,Telephone,2,999,no
27506,150 years,technician,married,university.degree,no,,no,cellular,2,999,no
30522,55 years,technician,married,basic.9y,unknown,,no,Cell,1,999,no
18000,31 years,housemaid,single,high.school,no,,no,Cell,3,999,no
12438,56 years,blue-collar,single,basic.4y,no,,no,Cell,1,999,no
11590,44 years,unemployed,married,basic.9y,no,no,no,Telephone,8,999,no
36023,35 years,admin.,married,high.school,no,,no,Cell,-2,999,no
28058,32 years,blue-collar,married,basic.9y,no,,no,Cell,2,999,no
19592,48 years,services,married,basic.4y,unknown,,yes,Cell,2,999,no
22240,150 years,self-employed,married,university.degree,no,yes,no,Cell,3,999,no
19412,59 years,retired,married,high.school,no,,,cellular,2,999,no
21413,34 years,admin.,married,university.degree,unknown,,no,cellular,1,999,no
30780,37 years,blue-collar,married,unknown,no,,no,Cell,1,999,no
36798,57 years,retired,married,basic.4y,no,,yes,Cell,1,999,no
26584,39 years,admin.,married,high.school,no,yes,,cellular,-1,999,no
4693,150 years,blue-collar,married,professional.course,no,no,no,Telephone,1,999,no
30715,30 years,admin.,single,high.school,no,,no,cellular,1,999,no
27482,51 years,management,married,university.degree,no,,,cellular,3,999,no
22977,40 years,technician,married,university.degree,unknown,,no,Cell,4,999,no
33440,35 years,admin.,single,high.school,no,no,no,Cell,2,999,no
22644,40 years,technician,married,high.school,no,yes,,Cell,1,999,no
2015,59 years,retired,married,university.degree,unknown,no,no,Telephone,4,999,no
39796,76 years,housemaid,married,basic.4y,no,,no,Cell,5,999,yes
31584,30 years,blue-collar,single,basic.9y,no,no,yes,Cell,1,999,no
15566,28 years,admin.,single,high.school,no,no,no,Telephone,2,999,no
31211,34 years,blue-collar,married,basic.9y,no,no,no,Cell,1,999,no
23283,55 years,management,married,university.degree,no,,no,cellular,7,999,no
22940,43 years,technician,married,professional.course,unknown,,no,Cell,4,999,no
20932,34 years,technician,married,university.degree,unknown,yes,no,Cell,2,999,no
33715,53 years,retired,divorced,university.degree,no,,no,cellular,2,999,no
2599,47 years,management,divorced,university.degree,no,no,no,Telephone,2,999,no
37665,56 years,management,married,university.degree,no,yes,no,cellular,2,999,yes
29245,47 years,management,married,professional.course,no,yes,,Cell,2,999,no
